Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;97;Шейн ван Гисберген;None;Holden Commodore ZB;13;1'48.7499;None;None;163.862
2;1;Джейми Уинкап;None;Holden Commodore ZB;14;1'49.3231;0.5732;0.5732;163.003
3;14;Тим Слейд;None;Holden Commodore ZB;14;1'49.7093;0.9594;0.3862;162.429
4;55;Час Мостер;None;Ford Falcon FG X;13;1'50.2403;1.4904;0.5310;161.646
5;8;Ник Перкат;None;Holden Commodore ZB;13;1'50.3341;1.5842;0.0938;161.509
6;15;Рик Келли;None;Nissan Altima;15;1'50.4181;1.6682;0.0840;161.386
7;78;Симона де Сильвестро;None;Nissan Altima;16;1'50.4997;1.7498;0.0816;161.267
8;7;Андре Хаймгартнер;None;Nissan Altima;15;1'50.5492;1.7993;0.0495;161.195
9;5;Марк Винтерботтом;None;Ford Falcon FG X;12;1'50.5599;1.8100;0.0107;161.179
10;2;Скотт Пай;None;Holden Commodore ZB;13;1'50.5883;1.8384;0.0284;161.138
11;21;Тим Бланкард;None;Holden Commodore ZB;10;1'50.7163;1.9664;0.1280;160.951
12;17;Скотт Маклафлин;None;Ford Falcon FG X;14;1'50.8917;2.1418;0.1754;160.697
13;230;Уилл Дэвисон;None;Ford Falcon FG X;12;1'50.9424;2.1925;0.0507;160.623
14;18;Ли Холдсуорт Джейсон Брайт;None;Holden Commodore ZB;15;1'50.9834;2.2335;0.0410;160.564
15;9;Дэвид Рейнольдс;None;Holden Commodore ZB;13;1'51.0157;2.2658;0.0323;160.517
16;23;Майкл Карузо;None;Nissan Altima;14;1'51.0391;2.2892;0.0234;160.484
17;56;Ричи Стэнэвей;None;Ford Falcon FG X;14;1'51.0515;2.3016;0.0124;160.466
18;4;Маколи Джонс;None;Holden Commodore ZB;13;1'51.0994;2.3495;0.0479;160.396
19;35;Тодд Хазелвуд;None;Ford Falcon FG X;13;1'51.1867;2.4368;0.0873;160.270
20;25;Джеймс Кортни;None;Holden Commodore ZB;13;1'51.1909;2.4410;0.0042;160.264
21;6;Кэмерон Уотерс;None;Ford Falcon FG X;11;1'51.2037;2.4538;0.0128;160.246
22;99;Антон де Паскуале;None;Holden Commodore ZB;12;1'51.2069;2.4570;0.0032;160.241
23;19;Джек ЛеБрок;None;Holden Commodore ZB;14;1'51.8586;3.1087;0.6517;159.308
24;33;Гарт Тандер;None;Holden Commodore ZB;15;1'51.9310;3.1811;0.0724;159.205
25;12;Фабиан Култхард;None;Ford Falcon FG X;14;1'52.0251;3.2752;0.0941;159.071
26;42;Курт Костеки;None;Holden Commodore ZB;14;1'52.2994;3.5495;0.2743;158.682
27;888;Крэг Лаундес;None;Holden Commodore ZB;14;1'52.4465;3.6966;0.1471;158.475
28;34;Джеймс Голдинг;None;Holden Commodore ZB;14;1'54.1096;5.3597;1.6631;156.165
