Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;1;Джейми Уинкап;None;Holden Commodore ZB;5;1'50.1371;None;None;161.798
2;97;Шейн ван Гисберген;None;Holden Commodore ZB;6;1'50.2943;0.1572;0.1572;161.567
3;23;Майкл Карузо;None;Nissan Altima;6;1'50.6964;0.5593;0.4021;160.980
4;15;Рик Келли;None;Nissan Altima;5;1'50.7826;0.6455;0.0862;160.855
5;17;Скотт Маклафлин;None;Ford Falcon FG X;5;1'50.8069;0.6698;0.0243;160.820
6;5;Марк Винтерботтом;None;Ford Falcon FG X;5;1'50.9940;0.8569;0.1871;160.549
7;55;Час Мостер;None;Ford Falcon FG X;6;1'51.0414;0.9043;0.0474;160.480
8;6;Кэмерон Уотерс;None;Ford Falcon FG X;5;1'51.2175;1.0804;0.1761;160.226
9;14;Тим Слейд;None;Holden Commodore ZB;5;1'51.2219;1.0848;0.0044;160.220
10;33;Гарт Тандер;None;Holden Commodore ZB;5;1'51.2454;1.1083;0.0235;160.186
11;230;Уилл Дэвисон;None;Ford Falcon FG X;4;1'51.3326;1.1955;0.0872;160.060
12;8;Ник Перкат;None;Holden Commodore ZB;4;1'51.4100;1.2729;0.0774;159.949
13;21;Тим Бланкард;None;Holden Commodore ZB;5;1'51.4329;1.2958;0.0229;159.916
14;18;Ли Холдсуорт Джейсон Брайт;None;Holden Commodore ZB;5;1'51.4775;1.3404;0.0446;159.852
15;19;Джек ЛеБрок;None;Holden Commodore ZB;5;1'51.4849;1.3478;0.0074;159.842
16;34;Джеймс Голдинг;None;Holden Commodore ZB;5;1'51.5193;1.3822;0.0344;159.792
17;9;Дэвид Рейнольдс;None;Holden Commodore ZB;6;1'51.5601;1.4230;0.0408;159.734
18;7;Андре Хаймгартнер;None;Nissan Altima;5;1'51.5823;1.4452;0.0222;159.702
19;4;Маколи Джонс;None;Holden Commodore ZB;6;1'51.5901;1.4530;0.0078;159.691
20;99;Антон де Паскуале;None;Holden Commodore ZB;5;1'51.6773;1.5402;0.0872;159.566
21;78;Симона де Сильвестро;None;Nissan Altima;5;1'51.8424;1.7053;0.1651;159.331
22;12;Фабиан Култхард;None;Ford Falcon FG X;5;1'51.8455;1.7084;0.0031;159.326
23;2;Скотт Пай;None;Holden Commodore ZB;5;1'51.8571;1.7200;0.0116;159.310
24;25;Джеймс Кортни;None;Holden Commodore ZB;6;1'51.9839;1.8468;0.1268;159.130
25;888;Крэг Лаундес;None;Holden Commodore ZB;5;1'52.1635;2.0264;0.1796;158.875
26;56;Ричи Стэнэвей;None;Ford Falcon FG X;5;1'52.1902;2.0531;0.0267;158.837
27;42;Курт Костеки;None;Holden Commodore ZB;5;1'53.9438;3.8067;1.7536;156.392
28;35;Тодд Хазелвуд;None;Ford Falcon FG X;5;1'54.2403;4.1032;0.2965;155.986
