Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
None;1;Джейми Уинкап;None;Holden Commodore ZB;21;1'51.5910;0.4281;0.2658;159.690
None;2;Скотт Пай;None;Holden Commodore ZB;17;1'51.7617;0.5988;0.0093;159.446
None;5;Марк Винтерботтом;None;Ford Falcon FG X;24;1'52.1803;1.0174;0.0393;158.851
None;6;Кэмерон Уотерс;None;Ford Falcon FG X;24;1'51.7524;0.5895;0.0098;159.459
None;7;Андре Хаймгартнер;None;Nissan Altima;22;1'51.7426;0.5797;0.0800;159.473
None;8;Ник Перкат;None;Holden Commodore ZB;24;1'51.6626;0.4997;0.0716;159.587
None;9;Дэвид Рейнольдс;None;Holden Commodore ZB;17;1'52.5229;1.3600;0.0649;158.367
None;12;Фабиан Култхард;None;Ford Falcon FG X;24;1'52.1024;0.9395;0.0621;158.961
None;14;Тим Слейд;None;Holden Commodore ZB;24;1'51.7748;0.6119;0.0131;159.427
None;15;Рик Келли;None;Nissan Altima;10;1'51.3252;0.1623;0.1623;160.071
None;17;Скотт Маклафлин;None;Ford Falcon FG X;22;1'52.1410;0.9781;0.0386;158.907
None;18;Ли Холдсуорт Джейсон Брайт;None;Holden Commodore ZB;21;1'53.3009;2.1380;0.1835;157.280
None;19;Джек ЛеБрок;None;Holden Commodore ZB;16;1'52.4580;1.2951;0.2120;158.459
None;21;Тим Бланкард;None;Holden Commodore ZB;24;1'52.2460;1.0831;0.0657;158.758
None;23;Майкл Карузо;None;Nissan Altima;21;1'51.7948;0.6319;0.0104;159.399
None;25;Джеймс Кортни;None;Holden Commodore ZB;24;1'51.8924;0.7295;0.0976;159.260
None;33;Гарт Тандер;None;Holden Commodore ZB;16;1'52.8522;1.6893;0.0056;157.905
None;34;Джеймс Голдинг;None;Holden Commodore ZB;24;1'53.1125;1.9496;0.0480;157.542
None;35;Тодд Хазелвуд;None;Ford Falcon FG X;19;1'54.1753;3.0124;0.8744;156.075
None;55;Час Мостер;None;Ford Falcon FG X;17;1'52.0403;0.8774;0.0562;159.049
None;56;Ричи Стэнэвей;None;Ford Falcon FG X;23;1'52.8466;1.6837;0.3237;157.913
None;78;Симона де Сильвестро;None;Nissan Altima;24;1'53.0122;1.8493;0.1600;157.682
None;97;Шейн ван Гисберген;None;Holden Commodore ZB;10;1'51.1629;None;None;160.305
None;99;Антон де Паскуале;None;Holden Commodore ZB;23;1'53.0645;1.9016;0.0523;157.609
None;230;Уилл Дэвисон;None;Ford Falcon FG X;24;1'51.9841;0.8212;0.0917;159.129
None;888;Крэг Лаундес;None;Holden Commodore ZB;24;1'51.7844;0.6215;0.0096;159.414
None;4;Маколи Джонс;None;Holden Commodore ZB;23;1'53.1174;1.9545;0.0049;157.535
None;42;Курт Костеки;None;Holden Commodore ZB;16;1'54.4366;3.2737;0.2613;155.719
