Позиция;None;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;Сход;Очки
1;None;1;Джейми Уинкап;None;Holden Commodore ZB;41;1:17'54.3861;None;None;None;150
2;None;97;Шейн ван Гисберген;None;Holden Commodore ZB;41;1:18'05.6755;11.2894;11.2894;None;138
3;None;9;Дэвид Рейнольдс;None;Holden Commodore ZB;41;1:18'07.8436;13.4575;2.1681;None;129
4;None;14;Тим Слейд;None;Holden Commodore ZB;41;1:18'14.9300;20.5439;7.0864;None;120
5;None;8;Ник Перкат;None;Holden Commodore ZB;41;1:18'16.4499;22.0638;1.5199;None;111
6;None;2;Скотт Пай;None;Holden Commodore ZB;41;1:18'19.0736;24.6875;2.6237;None;102
7;None;230;Уилл Дэвисон;None;Ford Falcon FG X;41;1:18'20.7578;26.3717;1.6842;None;96
8;None;888;Крэг Лаундес;None;Holden Commodore ZB;41;1:18'24.9804;30.5943;4.2226;None;90
9;None;23;Майкл Карузо;None;Nissan Altima;41;1:18'26.8004;32.4143;1.8200;None;84
10;None;17;Скотт Маклафлин;None;Ford Falcon FG X;41;1:18'29.3519;34.9658;2.5515;None;78
11;None;99;Антон де Паскуале;None;Holden Commodore ZB;41;1:18'37.9711;43.5850;8.6192;None;47
12;None;55;Час Мостер;None;Ford Falcon FG X;41;1:18'38.8055;44.4194;0.8344;None;69
13;None;25;Джеймс Кортни;None;Holden Commodore ZB;41;1:18'41.4852;47.0991;2.6797;None;66
14;None;12;Фабиан Култхард;None;Ford Falcon FG X;41;1:18'41.7638;47.3777;0.2786;None;63
15;None;6;Кэмерон Уотерс;None;Ford Falcon FG X;41;1:18'42.1705;47.7844;0.4067;None;60
16;None;5;Марк Винтерботтом;None;Ford Falcon FG X;41;1:18'43.4659;49.0798;1.2954;None;57
17;None;15;Рик Келли;None;Nissan Altima;41;1:18'47.9200;53.5339;4.4541;None;54
18;None;19;Джек ЛеБрок;None;Holden Commodore ZB;41;1:19'03.6527;1'09.2666;15.7327;None;51
19;None;4;Маколи Джонс;None;Holden Commodore ZB;41;1:19'07.6832;1'13.2971;4.0305;None;48
20;None;33;Гарт Тандер;None;Holden Commodore ZB;41;1:19'08.2671;1'13.8810;0.5839;None;45
21;None;21;Тим Бланкард;None;Holden Commodore ZB;41;1:19'16.4440;1'22.0579;8.1769;None;42
22;None;56;Ричи Стэнэвей;None;Ford Falcon FG X;41;1:19'30.4745;1'36.0884;14.0305;None;39
23;None;78;Симона де Сильвестро;None;Nissan Altima;41;1:19'39.3935;1'45.0074;8.9190;None;36
24;None;34;Джеймс Голдинг;None;Holden Commodore ZB;41;1:19'39.9728;1'45.5867;0.5793;None;33
25;None;35;Тодд Хазелвуд;None;Ford Falcon FG X;40;1:18'12.8512;1 Lap;1 Lap;None;30
None;None;18;Ли Холдсуорт Джейсон Брайт;None;Holden Commodore ZB;20;38'44.7584;21 Laps;20 Laps;Сход;None
None;None;7;Андре Хаймгартнер;None;Nissan Altima;4;9'04.0208;37 Laps;16 Laps;Сход;None
None;None;42;Курт Костеки;None;Holden Commodore ZB;1;2'57.0300;40 Laps;3 Laps;Сход;None
