Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;88;Джейми Уинкап;None;Holden Commodore ZB;2;1'55.2809;None;None;165.602
2;6;Кэмерон Уотерс;None;Ford Mustang GT;2;1'55.3927;0.1118;0.1118;165.442
3;23;Уилл Дэвисон;None;Ford Mustang GT;2;1'55.4023;0.1214;0.0096;165.428
4;97;Шейн ван Гисберген;None;Holden Commodore ZB;2;1'55.5036;0.2227;0.1013;165.283
5;17;Скотт Маклафлин;None;Ford Mustang GT;2;1'55.8544;0.5735;0.3508;164.782
6;9;Дэвид Рейнольдс;None;Holden Commodore ZB;2;1'55.8682;0.5873;0.0138;164.763
7;25;Час Мостер;None;Holden Commodore ZB;2;1'55.9020;0.6211;0.0338;164.715
8;5;Ли Холдсуорт;None;Ford Mustang GT;2;1'55.9920;0.7111;0.0900;164.587
9;7;Андре Хаймгартнер;None;Ford Mustang GT;2;1'56.0696;0.7887;0.0776;164.477
10;12;Фабиан Култхард;None;Ford Mustang GT;2;1'56.0918;0.8109;0.0222;164.445
11;99;Антон де Паскуале;None;Holden Commodore ZB;2;1'56.1554;0.8745;0.0636;164.355
12;35;Гарри Джекобсон;None;Holden Commodore ZB;2;1'56.1875;0.9066;0.0321;164.310
13;14;Тодд Хазелвуд;None;Holden Commodore ZB;2;1'56.2155;0.9346;0.0280;164.270
14;55;Джек ЛеБрок;None;Ford Mustang GT;2;1'56.3015;1.0206;0.0860;164.149
15;18;Марк Винтерботтом;None;Holden Commodore ZB;2;1'56.3075;1.0266;0.0060;164.140
16;8;Ник Перкат;None;Holden Commodore ZB;2;1'56.3135;1.0326;0.0060;164.132
17;15;Рик Келли;None;Ford Mustang GT;2;1'56.5112;1.2303;0.1977;163.853
18;2;Брайс Фуллвуд;None;Holden Commodore ZB;2;1'56.6734;1.3925;0.1622;163.625
19;20;Скотт Пай;None;Holden Commodore ZB;2;1'56.7439;1.4630;0.0705;163.527
20;19;Алекс Дэвисон;None;Holden Commodore ZB;2;1'56.8840;1.6031;0.1401;163.331
21;34;Джейк Костеки;None;Holden Commodore ZB;2;1'57.2206;1.9397;0.3366;162.862
22;4;Джек Смит;None;Holden Commodore ZB;3;1'57.6305;2.3496;0.4099;162.294
23;22;Крис Питер;None;Holden Commodore ZB;2;1'58.2329;2.9520;0.6024;161.467
