Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;88;Джейми Уинкап;None;Holden Commodore ZB;10;1'56.4196;None;None;163.982
2;97;Шейн ван Гисберген;None;Holden Commodore ZB;10;1'56.6080;0.1884;0.1884;163.717
3;5;Ли Холдсуорт;None;Ford Mustang GT;10;1'56.6243;0.2047;0.0163;163.694
4;55;Джек ЛеБрок;None;Ford Mustang GT;10;1'56.9257;0.5061;0.3014;163.272
5;7;Андре Хаймгартнер;None;Ford Mustang GT;8;1'56.9287;0.5091;0.0030;163.268
6;23;Уилл Дэвисон;None;Ford Mustang GT;9;1'57.1273;0.7077;0.1986;162.991
7;12;Фабиан Култхард;None;Ford Mustang GT;10;1'57.1447;0.7251;0.0174;162.967
8;15;Рик Келли;None;Ford Mustang GT;8;1'57.1851;0.7655;0.0404;162.911
9;25;Час Мостер;None;Holden Commodore ZB;10;1'57.2048;0.7852;0.0197;162.884
10;8;Ник Перкат;None;Holden Commodore ZB;9;1'57.2489;0.8293;0.0441;162.822
11;14;Тодд Хазелвуд;None;Holden Commodore ZB;7;1'57.3522;0.9326;0.1033;162.679
12;6;Кэмерон Уотерс;None;Ford Mustang GT;9;1'57.6750;1.2554;0.3228;162.233
13;17;Скотт Маклафлин;None;Ford Mustang GT;10;1'57.8793;1.4597;0.2043;161.952
14;22;Крис Питер;None;Holden Commodore ZB;9;1'57.9111;1.4915;0.0318;161.908
15;2;Брайс Фуллвуд;None;Holden Commodore ZB;11;1'57.9903;1.5707;0.0792;161.799
16;35;Гарри Джекобсон;None;Holden Commodore ZB;8;1'58.1363;1.7167;0.1460;161.599
17;3;Маколи Джонс;None;Holden Commodore ZB;8;1'58.3452;1.9256;0.2089;161.314
18;9;Дэвид Рейнольдс;None;Holden Commodore ZB;8;1'58.7118;2.2922;0.3666;160.816
19;18;Марк Винтерботтом;None;Holden Commodore ZB;7;1'58.8829;2.4633;0.1711;160.584
20;99;Антон де Паскуале;None;Holden Commodore ZB;5;1'59.1611;2.7415;0.2782;160.210
21;4;Джек Смит;None;Holden Commodore ZB;9;1'59.4826;3.0630;0.3215;159.778
22;34;Джейк Костеки;None;Holden Commodore ZB;10;1'59.5778;3.1582;0.0952;159.651
23;19;Алекс Дэвисон;None;Holden Commodore ZB;11;2'00.6075;4.1879;1.0297;158.288
24;20;Скотт Пай;None;Holden Commodore ZB;3;2'00.6621;4.2425;0.0546;158.217
