Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;17;Скотт Маклафлин Александр Према;None;Ford Mustang GT;1;2'03.3783;None;None;181.286
2;55;Час Мостер Джеймс Моффат;None;Ford Mustang GT;1;2'03.7897;0.4114;0.4114;180.683
3;6;Кэмерон Уотерс Майкл Карузо;None;Ford Mustang GT;1;2'03.9178;0.5395;0.1281;180.497
4;888;Джейми Уинкап Крэг Лаундес;None;Holden Commodore ZB;1;2'03.9505;0.5722;0.0327;180.449
5;97;Шейн ван Гисберген Гарт Тандер;None;Holden Commodore ZB;1;2'04.1136;0.7353;0.1631;180.212
6;23;Уилл Дэвисон Алекс Дэвисон;None;Ford Mustang GT;1;2'04.3295;0.9512;0.2159;179.899
7;99;Антон де Паскуале Уилл Браун;None;Holden Commodore ZB;1;2'04.3830;1.0047;0.0535;179.822
8;8;Ник Перкат Тим Бланкард;None;Holden Commodore ZB;1;2'04.6705;1.2922;0.2875;179.407
9;14;Тим Слейд;None;Holden Commodore ZB;1;2'04.8395;1.4612;0.1690;179.164
10;18;Марк Винтерботтом Стив Ричардс;None;Holden Commodore ZB;1;2'04.9800;1.6017;0.1405;178.963
