Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;99;Антон де Паскуале Уилл Браун;None;Holden Commodore ZB;19;2'04.9817;None;None;178.960
2;6;Кэмерон Уотерс Майкл Карузо;None;Ford Mustang GT;18;2'05.0211;0.0394;0.0394;178.904
3;97;Шейн ван Гисберген Гарт Тандер;None;Holden Commodore ZB;19;2'05.1821;0.2004;0.1610;178.674
4;12;Фабиан Култхард Тони Д'Альберто;None;Ford Mustang GT;20;2'05.2539;0.2722;0.0718;178.571
5;5;Ли Холдсуорт Томас Рэндл;None;Ford Mustang GT;21;2'05.3793;0.3976;0.1254;178.393
6;7;Андре Хаймгартнер Брайс Фуллвуд;None;Nissan Altima;20;2'05.4419;0.4602;0.0626;178.304
7;78;Симона де Сильвестро Алекс Рулло;None;Nissan Altima;19;2'05.5307;0.5490;0.0888;178.177
8;3;Гарри Джекобсон Дин Фьоре;None;Nissan Altima;19;2'05.6142;0.6325;0.0835;178.059
9;17;Скотт Маклафлин Александр Према;None;Ford Mustang GT;23;2'05.6626;0.6809;0.0484;177.990
10;14;Тим Слейд;None;Holden Commodore ZB;18;2'05.6815;0.6998;0.0189;177.964
11;8;Ник Перкат Тим Бланкард;None;Holden Commodore ZB;18;2'05.7841;0.8024;0.1026;177.818
12;9;Дэвид Рейнольдс Люк Юлден;None;Holden Commodore ZB;14;2'05.8818;0.9001;0.0977;177.680
13;15;Рик Келли Дейл Вуд;None;Nissan Altima;20;2'05.8995;0.9178;0.0177;177.655
14;888;Джейми Уинкап Крэг Лаундес;None;Holden Commodore ZB;21;2'05.9218;0.9401;0.0223;177.624
15;55;Час Мостер Джеймс Моффат;None;Ford Mustang GT;20;2'05.9317;0.9500;0.0099;177.610
16;19;Джек ЛеБрок Джонатон Уэбб;None;Holden Commodore ZB;20;2'05.9454;0.9637;0.0137;177.591
17;23;Уилл Дэвисон Алекс Дэвисон;None;Ford Mustang GT;20;2'06.0212;1.0395;0.0758;177.484
18;2;Скотт Пай Уоррен Лафф;None;Holden Commodore ZB;23;2'06.1489;1.1672;0.1277;177.304
19;21;Маколи Джонс Дин Кэнто;None;Holden Commodore ZB;20;2'06.3281;1.3464;0.1792;177.053
20;18;Марк Винтерботтом Стив Ричардс;None;Holden Commodore ZB;20;2'06.3815;1.3998;0.0534;176.978
21;34;Джеймс Голдинг Ричард Маскат;None;Holden Commodore ZB;20;2'06.6078;1.6261;0.2263;176.662
22;56;Brodie Kostecki Джейк Костеки;None;Holden Commodore ZB;11;2'06.6109;1.6292;0.0031;176.657
23;22;Джеймс Кортни Джек Перкинс;None;Holden Commodore ZB;21;2'06.7634;1.7817;0.1525;176.445
24;33;Ричи Стэнэвей Крис Питер;None;Holden Commodore ZB;13;2'06.7714;1.7897;0.0080;176.434
25;27;Александр Росси Джеймс Хинчклифф;None;Holden Commodore ZB;16;2'06.8462;1.8645;0.0748;176.330
26;35;Тодд Хазелвуд Джек Смит;None;Holden Commodore ZB;18;2'07.6654;2.6837;0.8192;175.198
