Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;99;Антон де Паскуале;None;Holden Commodore ZB;12;1'31.3181;None;None;175.233
2;23;Уилл Дэвисон;None;Ford Mustang GT;12;1'31.5074;0.1893;0.1893;174.871
3;15;Рик Келли;None;Nissan Altima L33;12;1'31.5170;0.1989;0.0096;174.852
4;17;Скотт Маклафлин;None;Ford Mustang GT;16;1'31.5947;0.2766;0.0777;174.704
5;97;Шейн ван Гисберген;None;Holden Commodore ZB;12;1'31.7064;0.3883;0.1117;174.491
6;5;Ли Холдсуорт;None;Ford Mustang GT;14;1'31.7859;0.4678;0.0795;174.340
7;55;Час Мостер;None;Ford Mustang GT;12;1'31.8075;0.4894;0.0216;174.299
8;18;Марк Винтерботтом;None;Holden Commodore ZB;11;1'31.8121;0.4940;0.0046;174.290
9;200;Скотт Пай;None;Holden Commodore ZB;12;1'31.8417;0.5236;0.0296;174.234
10;6;Кэмерон Уотерс;None;Ford Mustang GT;12;1'31.8569;0.5388;0.0152;174.205
11;35;Тодд Хазелвуд;None;Holden Commodore ZB;11;1'31.9111;0.5930;0.0542;174.103
12;33;Ричи Стэнэвей;None;Holden Commodore ZB;12;1'31.9651;0.6470;0.0540;174.000
13;12;Фабиан Култхард;None;Ford Mustang GT;12;1'31.9702;0.6521;0.0051;173.991
14;9;Дэвид Рейнольдс;None;Holden Commodore ZB;11;1'31.9967;0.6786;0.0265;173.941
15;7;Андре Хаймгартнер;None;Nissan Altima L33;12;1'32.0648;0.7467;0.0681;173.812
16;8;Ник Перкат;None;Holden Commodore ZB;11;1'32.1494;0.8313;0.0846;173.652
17;19;Джек ЛеБрок;None;Holden Commodore ZB;14;1'32.1632;0.8451;0.0138;173.626
18;22;Джеймс Кортни;None;Holden Commodore ZB;12;1'32.2213;0.9032;0.0581;173.517
19;34;Джеймс Голдинг;None;Holden Commodore ZB;12;1'32.2794;0.9613;0.0581;173.408
20;14;Тим Слейд;None;Holden Commodore ZB;12;1'32.3972;1.0791;0.1178;173.187
21;3;Гарри Джекобсон;None;Nissan Altima L33;12;1'32.4086;1.0905;0.0114;173.165
22;78;Симона де Сильвестро;None;Nissan Altima L33;13;1'32.6162;1.2981;0.2076;172.777
23;88;Джейми Уинкап;None;Holden Commodore ZB;13;1'32.6246;1.3065;0.0084;172.761
24;21;Маколи Джонс;None;Holden Commodore ZB;11;1'32.7626;1.4445;0.1380;172.504
