Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;17;Скотт Маклафлин;None;Ford Mustang GT;11;1'30.1861;None;None;177.433
2;12;Фабиан Култхард;None;Ford Mustang GT;13;1'30.2304;0.0443;0.0443;177.345
3;22;Джеймс Кортни;None;Holden Commodore ZB;13;1'30.4177;0.2316;0.1873;176.978
4;6;Кэмерон Уотерс;None;Ford Mustang GT;13;1'30.4907;0.3046;0.0730;176.835
5;88;Джейми Уинкап;None;Holden Commodore ZB;13;1'30.5027;0.3166;0.0120;176.812
6;55;Час Мостер;None;Ford Mustang GT;14;1'30.5605;0.3744;0.0578;176.699
7;35;Тодд Хазелвуд;None;Holden Commodore ZB;14;1'30.5610;0.3749;0.0005;176.698
8;5;Ли Холдсуорт;None;Ford Mustang GT;13;1'30.7593;0.5732;0.1983;176.312
9;7;Андре Хаймгартнер;None;Nissan Altima L33;11;1'30.7711;0.5850;0.0118;176.289
10;200;Скотт Пай;None;Holden Commodore ZB;13;1'30.9274;0.7413;0.1563;175.986
11;9;Дэвид Рейнольдс;None;Holden Commodore ZB;12;1'30.9939;0.8078;0.0665;175.857
12;15;Рик Келли;None;Nissan Altima L33;10;1'31.0991;0.9130;0.1052;175.654
13;97;Шейн ван Гисберген;None;Holden Commodore ZB;8;1'31.1468;0.9607;0.0477;175.562
14;18;Марк Винтерботтом;None;Holden Commodore ZB;15;1'31.2502;1.0641;0.1034;175.363
15;99;Антон де Паскуале;None;Holden Commodore ZB;16;1'31.2872;1.1011;0.0370;175.292
16;3;Гарри Джекобсон;None;Nissan Altima L33;13;1'31.3018;1.1157;0.0146;175.264
17;14;Тим Слейд;None;Holden Commodore ZB;14;1'31.3836;1.1975;0.0818;175.108
18;21;Маколи Джонс;None;Holden Commodore ZB;11;1'31.4554;1.2693;0.0718;174.970
19;8;Ник Перкат;None;Holden Commodore ZB;13;1'31.5832;1.3971;0.1278;174.726
20;23;Уилл Дэвисон;None;Ford Mustang GT;13;1'31.5988;1.4127;0.0156;174.696
21;34;Джеймс Голдинг;None;Holden Commodore ZB;13;1'31.6841;1.4980;0.0853;174.534
22;78;Симона де Сильвестро;None;Nissan Altima L33;13;1'31.6926;1.5065;0.0085;174.517
23;33;Ричи Стэнэвей;None;Holden Commodore ZB;12;1'31.8125;1.6264;0.1199;174.289
24;19;Джек ЛеБрок;None;Holden Commodore ZB;14;1'32.0771;1.8910;0.2646;173.789
