Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;17;Скотт Маклафлин;None;Ford Mustang GT;5;1'29.7476;None;None;178.300
2;12;Фабиан Култхард;None;Ford Mustang GT;4;1'30.0567;0.3091;0.3091;177.688
3;55;Час Мостер;None;Ford Mustang GT;2;1'30.0900;0.3424;0.0333;177.622
4;99;Антон де Паскуале;None;Holden Commodore ZB;5;1'30.4786;0.7310;0.3886;176.859
5;6;Кэмерон Уотерс;None;Ford Mustang GT;5;1'30.5860;0.8384;0.1074;176.649
6;23;Уилл Дэвисон;None;Ford Mustang GT;5;1'30.6543;0.9067;0.0683;176.516
7;88;Джейми Уинкап;None;Holden Commodore ZB;10;1'30.7002;0.9526;0.0459;176.427
8;35;Тодд Хазелвуд;None;Holden Commodore ZB;4;1'30.7125;0.9649;0.0123;176.403
9;22;Джеймс Кортни;None;Holden Commodore ZB;5;1'30.9279;1.1803;0.2154;175.985
10;97;Шейн ван Гисберген;None;Holden Commodore ZB;6;1'30.9467;1.1991;0.0188;175.949
11;15;Рик Келли;None;Nissan Altima L33;9;1'30.9520;1.2044;0.0053;175.938
12;8;Ник Перкат;None;Holden Commodore ZB;5;1'31.0314;1.2838;0.0794;175.785
13;7;Андре Хаймгартнер;None;Nissan Altima L33;9;1'31.2478;1.5002;0.2164;175.368
14;34;Джеймс Голдинг;None;Holden Commodore ZB;5;1'31.4622;1.7146;0.2144;174.957
