Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;7;Андре Хаймгартнер;None;Nissan Altima L33;4;1'30.6297;None;None;176.564
2;97;Шейн ван Гисберген;None;Holden Commodore ZB;4;1'30.7384;0.1087;0.1087;176.353
3;15;Рик Келли;None;Nissan Altima L33;5;1'30.8919;0.2622;0.1535;176.055
4;88;Джейми Уинкап;None;Holden Commodore ZB;5;1'30.9460;0.3163;0.0541;175.950
5;200;Скотт Пай;None;Holden Commodore ZB;5;1'31.0300;0.4003;0.0840;175.788
6;9;Дэвид Рейнольдс;None;Holden Commodore ZB;5;1'31.0909;0.4612;0.0609;175.670
7;33;Ричи Стэнэвей;None;Holden Commodore ZB;5;1'31.1056;0.4759;0.0147;175.642
8;5;Ли Холдсуорт;None;Ford Mustang GT;5;1'31.2861;0.6564;0.1805;175.295
9;18;Марк Винтерботтом;None;Holden Commodore ZB;5;1'31.3860;0.7563;0.0999;175.103
10;14;Тим Слейд;None;Holden Commodore ZB;5;1'31.5040;0.8743;0.1180;174.877
11;3;Гарри Джекобсон;None;Nissan Altima L33;5;1'31.5159;0.8862;0.0119;174.854
12;21;Маколи Джонс;None;Holden Commodore ZB;5;1'31.6205;0.9908;0.1046;174.655
13;78;Симона де Сильвестро;None;Nissan Altima L33;5;1'31.7594;1.1297;0.1389;174.390
14;19;Джек ЛеБрок;None;Holden Commodore ZB;5;1'31.8194;1.1897;0.0600;174.276
