Позиция;None;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;Сход;Очки
1;None;12;Фабиан Култхард;None;Ford Mustang GT;45;1:12'04.1541;None;None;None;150
2;None;17;Скотт Маклафлин;None;Ford Mustang GT;45;1:12'04.8334;0.6793;0.6793;None;138
3;None;99;Антон де Паскуале;None;Holden Commodore ZB;45;1:12'08.3445;4.1904;3.5111;None;129
4;None;23;Уилл Дэвисон;None;Ford Mustang GT;45;1:12'10.0528;5.8987;1.7083;None;120
5;None;55;Час Мостер;None;Ford Mustang GT;45;1:12'12.4732;8.3191;2.4204;None;111
6;None;6;Кэмерон Уотерс;None;Ford Mustang GT;45;1:12'15.2493;11.0952;2.7761;None;102
7;None;97;Шейн ван Гисберген;None;Holden Commodore ZB;45;1:12'18.0879;13.9338;2.8386;None;96
8;None;15;Рик Келли;None;Nissan Altima L33;45;1:12'29.7177;25.5636;11.6298;None;90
9;None;14;Тим Слейд;None;Holden Commodore ZB;45;1:12'30.2983;26.1442;0.5806;None;84
10;None;8;Ник Перкат;None;Holden Commodore ZB;45;1:12'30.6610;26.5069;0.3627;None;78
11;None;9;Дэвид Рейнольдс;None;Holden Commodore ZB;45;1:12'31.2732;27.1191;0.6122;None;72
12;None;88;Джейми Уинкап;None;Holden Commodore ZB;45;1:12'32.3132;28.1591;1.0400;None;69
13;None;7;Андре Хаймгартнер;None;Nissan Altima L33;45;1:12'34.3100;30.1559;1.9968;None;66
14;None;5;Ли Холдсуорт;None;Ford Mustang GT;45;1:12'34.5555;30.4014;0.2455;None;63
15;None;200;Скотт Пай;None;Holden Commodore ZB;45;1:12'36.3828;32.2287;1.8273;None;60
16;None;35;Тодд Хазелвуд;None;Holden Commodore ZB;45;1:12'37.3653;33.2112;0.9825;None;57
17;None;18;Марк Винтерботтом;None;Holden Commodore ZB;45;1:12'44.9807;40.8266;7.6154;None;54
18;None;78;Симона де Сильвестро;None;Nissan Altima L33;45;1:12'46.6193;42.4652;1.6386;None;51
19;None;3;Гарри Джекобсон;None;Nissan Altima L33;45;1:12'47.1842;43.0301;0.5649;None;48
20;None;19;Джек ЛеБрок;None;Holden Commodore ZB;45;1:12'57.0047;52.8506;9.8205;None;45
21;None;21;Маколи Джонс;None;Holden Commodore ZB;45;1:12'58.1166;53.9625;1.1119;None;42
22;None;34;Джеймс Голдинг;None;Holden Commodore ZB;44;1:12'13.1224;1 Lap;1 Lap;None;39
23;None;33;Ричи Стэнэвей;None;Holden Commodore ZB;44;1:12'35.1602;1 Lap;22.0378;None;36
24;None;22;Джеймс Кортни;None;Holden Commodore ZB;43;1:13'15.7725;2 Laps;1 Lap;None;33
