Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;17;Скотт Маклафлин;None;Ford Mustang GT;3;1'30.9920;None;None;175.861
2;12;Фабиан Култхард;None;Ford Mustang GT;3;1'31.2780;0.2860;0.2860;175.310
3;55;Час Мостер;None;Ford Mustang GT;3;1'31.8817;0.8897;0.6037;174.158
4;99;Антон де Паскуале;None;Holden Commodore ZB;3;1'31.9128;0.9208;0.0311;174.099
5;23;Уилл Дэвисон;None;Ford Mustang GT;3;1'32.0106;1.0186;0.0978;173.914
6;6;Кэмерон Уотерс;None;Ford Mustang GT;3;1'32.0456;1.0536;0.0350;173.848
7;97;Шейн ван Гисберген;None;Holden Commodore ZB;3;1'32.1381;1.1461;0.0925;173.674
8;7;Андре Хаймгартнер;None;Nissan Altima L33;3;1'32.4431;1.4511;0.3050;173.101
9;22;Джеймс Кортни;None;Holden Commodore ZB;4;1'32.4545;1.4625;0.0114;173.079
10;88;Джейми Уинкап;None;Holden Commodore ZB;3;1'32.4814;1.4894;0.0269;173.029
11;33;Ричи Стэнэвей;None;Holden Commodore ZB;7;1'32.5335;1.5415;0.0521;172.931
12;15;Рик Келли;None;Nissan Altima L33;10;1'32.5836;1.5916;0.0501;172.838
13;200;Скотт Пай;None;Holden Commodore ZB;6;1'32.6059;1.6139;0.0223;172.796
14;8;Ник Перкат;None;Holden Commodore ZB;8;1'32.6118;1.6198;0.0059;172.785
15;35;Тодд Хазелвуд;None;Holden Commodore ZB;2;1'32.6658;1.6738;0.0540;172.685
16;5;Ли Холдсуорт;None;Ford Mustang GT;11;1'32.6721;1.6801;0.0063;172.673
17;34;Джеймс Голдинг;None;Holden Commodore ZB;7;1'32.7291;1.7371;0.0570;172.567
18;9;Дэвид Рейнольдс;None;Holden Commodore ZB;14;1'32.8136;1.8216;0.0845;172.410
19;78;Симона де Сильвестро;None;Nissan Altima L33;10;1'32.9465;1.9545;0.1329;172.163
20;18;Марк Винтерботтом;None;Holden Commodore ZB;10;1'33.0659;2.0739;0.1194;171.942
21;14;Тим Слейд;None;Holden Commodore ZB;7;1'33.1023;2.1103;0.0364;171.875
22;3;Гарри Джекобсон;None;Nissan Altima L33;3;1'33.1368;2.1448;0.0345;171.811
23;21;Маколи Джонс;None;Holden Commodore ZB;6;1'33.3858;2.3938;0.2490;171.353
24;19;Джек ЛеБрок;None;Holden Commodore ZB;34;1'33.5206;2.5286;0.1348;171.106
