Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;17;Скотт Маклафлин;None;Ford Mustang GT;18;1'30.9508;None;None;175.941
2;12;Фабиан Култхард;None;Ford Mustang GT;2;1'31.1893;0.2385;0.2385;175.481
3;15;Рик Келли;None;Nissan Altima L33;2;1'31.8163;0.8655;0.6270;174.282
4;9;Дэвид Рейнольдс;None;Holden Commodore ZB;19;1'31.8910;0.9402;0.0747;174.141
5;7;Андре Хаймгартнер;None;Nissan Altima L33;19;1'31.8939;0.9431;0.0029;174.135
6;55;Час Мостер;None;Ford Mustang GT;2;1'32.0448;1.0940;0.1509;173.850
7;23;Уилл Дэвисон;None;Ford Mustang GT;2;1'32.1418;1.1910;0.0970;173.667
8;6;Кэмерон Уотерс;None;Ford Mustang GT;4;1'32.1786;1.2278;0.0368;173.597
9;97;Шейн ван Гисберген;None;Holden Commodore ZB;2;1'32.3796;1.4288;0.2010;173.220
10;22;Джеймс Кортни;None;Holden Commodore ZB;9;1'32.4386;1.4878;0.0590;173.109
11;35;Тодд Хазелвуд;None;Holden Commodore ZB;2;1'32.4611;1.5103;0.0225;173.067
12;33;Ричи Стэнэвей;None;Holden Commodore ZB;7;1'32.6438;1.6930;0.1827;172.726
13;8;Ник Перкат;None;Holden Commodore ZB;8;1'32.6468;1.6960;0.0030;172.720
14;200;Скотт Пай;None;Holden Commodore ZB;3;1'32.6488;1.6980;0.0020;172.716
15;88;Джейми Уинкап;None;Holden Commodore ZB;7;1'32.7048;1.7540;0.0560;172.612
16;99;Антон де Паскуале;None;Holden Commodore ZB;8;1'32.7083;1.7575;0.0035;172.605
17;14;Тим Слейд;None;Holden Commodore ZB;21;1'32.7607;1.8099;0.0524;172.508
18;34;Джеймс Голдинг;None;Holden Commodore ZB;10;1'32.7804;1.8296;0.0197;172.471
19;5;Ли Холдсуорт;None;Ford Mustang GT;10;1'32.8690;1.9182;0.0886;172.307
20;18;Марк Винтерботтом;None;Holden Commodore ZB;12;1'32.8793;1.9285;0.0103;172.288
21;78;Симона де Сильвестро;None;Nissan Altima L33;8;1'32.9867;2.0359;0.1074;172.089
22;3;Гарри Джекобсон;None;Nissan Altima L33;20;1'33.0376;2.0868;0.0509;171.994
23;21;Маколи Джонс;None;Holden Commodore ZB;21;1'33.0633;2.1125;0.0257;171.947
24;19;Джек ЛеБрок;None;Holden Commodore ZB;6;1'33.3552;2.4044;0.2919;171.409
