Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;7;Андре Хаймгартнер;None;Nissan Altima L33;5;1'30.8610;None;None;176.115
2;8;Ник Перкат;None;Holden Commodore ZB;5;1'30.8630;0.0020;0.0020;176.111
3;9;Дэвид Рейнольдс;None;Holden Commodore ZB;3;1'30.8848;0.0238;0.0218;176.069
4;200;Скотт Пай;None;Holden Commodore ZB;5;1'30.9315;0.0705;0.0467;175.978
5;14;Тим Слейд;None;Holden Commodore ZB;5;1'30.9813;0.1203;0.0498;175.882
6;18;Марк Винтерботтом;None;Holden Commodore ZB;3;1'30.9823;0.1213;0.0010;175.880
7;88;Джейми Уинкап;None;Holden Commodore ZB;4;1'31.2503;0.3893;0.2680;175.363
8;22;Джеймс Кортни;None;Holden Commodore ZB;5;1'31.2946;0.4336;0.0443;175.278
9;33;Ричи Стэнэвей;None;Holden Commodore ZB;5;1'31.3255;0.4645;0.0309;175.219
10;3;Гарри Джекобсон;None;Nissan Altima L33;5;1'31.4948;0.6338;0.1693;174.895
11;78;Симона де Сильвестро;None;Nissan Altima L33;4;1'31.6399;0.7789;0.1451;174.618
12;19;Джек ЛеБрок;None;Holden Commodore ZB;5;1'31.7737;0.9127;0.1338;174.363
13;21;Маколи Джонс;None;Holden Commodore ZB;5;1'31.9718;1.1108;0.1981;173.988
14;34;Джеймс Голдинг;None;Holden Commodore ZB;2;5'35.3082;4'04.4472;4'03.3364;47.723
