Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;17;Скотт Маклафлин;None;Ford Mustang GT;5;1'29.6897;None;None;178.415
2;12;Фабиан Култхард;None;Ford Mustang GT;4;1'29.7918;0.1021;0.1021;178.212
3;55;Час Мостер;None;Ford Mustang GT;2;1'30.2152;0.5255;0.4234;177.375
4;200;Скотт Пай;None;Holden Commodore ZB;10;1'30.4100;0.7203;0.1948;176.993
5;6;Кэмерон Уотерс;None;Ford Mustang GT;3;1'30.4611;0.7714;0.0511;176.893
6;97;Шейн ван Гисберген;None;Holden Commodore ZB;5;1'30.5698;0.8801;0.1087;176.681
7;15;Рик Келли;None;Nissan Altima L33;5;1'30.5768;0.8871;0.0070;176.667
8;7;Андре Хаймгартнер;None;Nissan Altima L33;8;1'30.5838;0.8941;0.0070;176.654
9;35;Тодд Хазелвуд;None;Holden Commodore ZB;4;1'30.5861;0.8964;0.0023;176.649
10;23;Уилл Дэвисон;None;Ford Mustang GT;5;1'30.5940;0.9043;0.0079;176.634
11;5;Ли Холдсуорт;None;Ford Mustang GT;5;1'30.6294;0.9397;0.0354;176.565
12;9;Дэвид Рейнольдс;None;Holden Commodore ZB;8;1'30.7432;1.0535;0.1138;176.343
13;99;Антон де Паскуале;None;Holden Commodore ZB;5;1'30.7866;1.0969;0.0434;176.259
14;8;Ник Перкат;None;Holden Commodore ZB;8;1'31.2873;1.5976;0.5007;175.292
