Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
None;1;Джейми Уинкап;None;Holden Commodore ZB;5;1'13.3713;0.0838;0.0101;140.327
None;2;Скотт Пай;None;Holden Commodore ZB;25;1'13.9928;0.7053;0.0502;139.148
None;5;Марк Винтерботтом;None;Ford Falcon FG X;22;1'13.9158;0.6283;0.0295;139.293
None;6;Кэмерон Уотерс;None;Ford Falcon FG X;50;1'13.6946;0.4071;0.0083;139.711
None;7;Андре Хаймгартнер;None;Nissan Altima;46;1'13.7921;0.5046;0.0261;139.527
None;8;Ник Перкат;None;Holden Commodore ZB;27;1'14.1329;0.8454;0.0177;138.885
None;9;Дэвид Рейнольдс;None;Holden Commodore ZB;4;1'13.8093;0.5218;0.0054;139.494
None;12;Фабиан Култхард;None;Ford Falcon FG X;52;1'13.7660;0.4785;0.0081;139.576
None;14;Тим Слейд;None;Holden Commodore ZB;18;1'13.7579;0.4704;0.0377;139.591
None;15;Рик Келли;None;Nissan Altima;20;1'14.0357;0.7482;0.0429;139.068
None;17;Скотт Маклафлин;None;Ford Falcon FG X;4;1'13.7202;0.4327;0.0256;139.663
None;18;Ли Холдсуорт;None;Holden Commodore ZB;23;1'14.1152;0.8277;0.0186;138.918
None;19;Джек ЛеБрок;None;Holden Commodore ZB;44;1'14.0966;0.8091;0.0515;138.953
None;21;Тим Бланкард;None;Holden Commodore ZB;28;1'14.6770;1.3895;0.3896;137.873
None;25;Джеймс Кортни;None;Holden Commodore ZB;16;1'13.3612;0.0737;0.0737;140.346
None;33;Гарт Тандер;None;Holden Commodore ZB;19;1'14.0451;0.7576;0.0094;139.050
None;34;Джеймс Голдинг;None;Holden Commodore ZB;20;1'13.8863;0.5988;0.0102;139.349
None;35;Тодд Хазелвуд;None;Ford Falcon FG X;24;1'14.1511;0.8636;0.0182;138.851
None;55;Час Мостер;None;Ford Falcon FG X;26;1'13.2875;None;None;140.487
None;56;Ричи Стэнэвей;None;Ford Falcon FG X;5;1'14.2614;0.9739;0.1103;138.645
None;78;Симона де Сильвестро;None;Nissan Altima;23;1'13.8039;0.5164;0.0118;139.504
None;97;Шейн ван Гисберген;None;Holden Commodore ZB;59;1'13.6863;0.3988;0.3150;139.727
None;99;Антон де Паскуале;None;Holden Commodore ZB;5;1'14.2874;0.9999;0.0260;138.596
None;230;Уилл Дэвисон;None;Ford Falcon FG X;51;1'13.9426;0.6551;0.0268;139.243
None;888;Крэг Лаундес;None;Holden Commodore ZB;5;1'13.8761;0.5886;0.0668;139.368
