Позиция;#;Гонщик;None;Машина;Время;км/ч
1;17;Скотт Маклафлин;None;Ford Falcon FG X;1'12.1239;142.754
2;1;Джейми Уинкап;None;Holden Commodore ZB;1'12.1791;142.644
3;97;Шейн ван Гисберген;None;Holden Commodore ZB;1'12.2319;142.540
4;9;Дэвид Рейнольдс;None;Holden Commodore ZB;1'12.2795;142.447
5;888;Крэг Лаундес;None;Holden Commodore ZB;1'12.3892;142.231
6;5;Марк Винтерботтом;None;Ford Falcon FG X;1'12.4036;142.202
7;14;Тим Слейд;None;Holden Commodore ZB;1'12.5121;141.990
8;230;Уилл Дэвисон;None;Ford Falcon FG X;1'12.5828;141.851
9;12;Фабиан Култхард;None;Ford Falcon FG X;1'12.5829;141.851
10;15;Рик Келли;None;Nissan Altima;1'12.6118;141.795
11;8;Ник Перкат;None;Holden Commodore ZB;1'12.6684;141.684
12;99;Антон де Паскуале;None;Holden Commodore ZB;1'12.7032;141.616
13;6;Кэмерон Уотерс;None;Ford Falcon FG X;1'12.7095;141.604
14;25;Джеймс Кортни;None;Holden Commodore ZB;1'12.7367;141.551
15;33;Гарт Тандер;None;Holden Commodore ZB;1'12.7510;141.523
16;56;Ричи Стэнэвей;None;Ford Falcon FG X;1'12.7808;141.465
17;55;Час Мостер;None;Ford Falcon FG X;1'12.7834;141.460
18;19;Джек ЛеБрок;None;Holden Commodore ZB;1'12.8893;141.255
19;2;Скотт Пай;None;Holden Commodore ZB;1'12.9366;141.163
20;18;Ли Холдсуорт;None;Holden Commodore ZB;1'12.9886;141.062
21;7;Андре Хаймгартнер;None;Nissan Altima;1'13.0088;141.023
22;35;Тодд Хазелвуд;None;Ford Falcon FG X;1'13.0759;140.894
23;78;Симона де Сильвестро;None;Nissan Altima;1'13.0986;140.850
24;34;Джеймс Голдинг;None;Holden Commodore ZB;1'13.1605;140.731
25;21;Тим Бланкард;None;Holden Commodore ZB;1'13.1925;140.670
26;23;Майкл Карузо;None;Nissan Altima;1'13.4843;140.111
