Позиция;None;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;Сход;Очки
1;None;1;Джейми Уинкап;None;Holden Commodore ZB;70;1:30'53.1102;None;None;None;150
2;None;97;Шейн ван Гисберген;None;Holden Commodore ZB;70;1:30'55.3047;2.1945;2.1945;None;138
3;None;17;Скотт Маклафлин;None;Ford Falcon FG X;70;1:30'58.0432;4.9330;2.7385;None;129
4;None;888;Крэг Лаундес;None;Holden Commodore ZB;70;1:30'59.3267;6.2165;1.2835;None;120
5;None;12;Фабиан Култхард;None;Ford Falcon FG X;70;1:31'00.1022;6.9920;0.7755;None;111
6;None;5;Марк Винтерботтом;None;Ford Falcon FG X;70;1:31'05.5003;12.3901;5.3981;None;102
7;None;9;Дэвид Рейнольдс;None;Holden Commodore ZB;70;1:31'07.1527;14.0425;1.6524;None;96
8;None;6;Кэмерон Уотерс;None;Ford Falcon FG X;70;1:31'07.6702;14.5600;0.5175;None;90
9;None;230;Уилл Дэвисон;None;Ford Falcon FG X;70;1:31'08.1150;15.0048;0.4448;None;84
10;None;8;Ник Перкат;None;Holden Commodore ZB;70;1:31'09.4107;16.3005;1.2957;None;78
11;None;14;Тим Слейд;None;Holden Commodore ZB;70;1:31'09.8797;16.7695;0.4690;None;72
12;None;7;Андре Хаймгартнер;None;Nissan Altima;70;1:31'10.9701;17.8599;1.0904;None;69
13;None;55;Час Мостер;None;Ford Falcon FG X;70;1:31'12.1736;19.0634;1.2035;None;66
14;None;2;Скотт Пай;None;Holden Commodore ZB;70;1:31'13.6306;20.5204;1.4570;None;63
15;None;15;Рик Келли;None;Nissan Altima;70;1:31'16.6781;23.5679;3.0475;None;60
16;None;34;Джеймс Голдинг;None;Holden Commodore ZB;70;1:31'22.5515;29.4413;5.8734;None;57
17;None;25;Джеймс Кортни;None;Holden Commodore ZB;70;1:31'22.6150;29.5048;0.0635;None;54
18;None;18;Ли Холдсуорт;None;Holden Commodore ZB;70;1:31'23.2564;30.1462;0.6414;None;51
19;None;99;Антон де Паскуале;None;Holden Commodore ZB;70;1:31'24.2671;31.1569;1.0107;None;48
20;None;35;Тодд Хазелвуд;None;Ford Falcon FG X;70;1:31'26.1136;33.0034;1.8465;None;45
21;None;33;Гарт Тандер;None;Holden Commodore ZB;70;1:31'32.9884;39.8782;6.8748;None;42
22;None;19;Джек ЛеБрок;None;Holden Commodore ZB;70;1:32'00.4638;1'07.3536;27.4754;None;39
23;None;56;Ричи Стэнэвей;None;Ford Falcon FG X;70;1:32'04.9686;1'11.8584;4.5048;None;36
24;None;21;Тим Бланкард;None;Holden Commodore ZB;69;1:31'25.6455;1 Lap;1 Lap;None;33
25;None;78;Симона де Сильвестро;None;Nissan Altima;69;1:31'27.1923;1 Lap;1.5468;None;30
None;nc;23;Майкл Карузо;None;Nissan Altima;0;None;None;None;None;None
