Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;17;Скотт Маклафлин;None;Ford Falcon FG X;8;1'12.1239;None;None;142.754
2;1;Джейми Уинкап;None;Holden Commodore ZB;9;1'12.1791;0.0552;0.0552;142.644
3;97;Шейн ван Гисберген;None;Holden Commodore ZB;9;1'12.2319;0.1080;0.0528;142.540
4;9;Дэвид Рейнольдс;None;Holden Commodore ZB;9;1'12.2795;0.1556;0.0476;142.447
5;888;Крэг Лаундес;None;Holden Commodore ZB;7;1'12.3892;0.2653;0.1097;142.231
6;5;Марк Винтерботтом;None;Ford Falcon FG X;9;1'12.4036;0.2797;0.0144;142.202
7;14;Тим Слейд;None;Holden Commodore ZB;8;1'12.5121;0.3882;0.1085;141.990
8;230;Уилл Дэвисон;None;Ford Falcon FG X;9;1'12.5828;0.4589;0.0707;141.851
9;12;Фабиан Култхард;None;Ford Falcon FG X;9;1'12.5829;0.4590;0.0001;141.851
10;15;Рик Келли;None;Nissan Altima;9;1'12.6118;0.4879;0.0289;141.795
11;8;Ник Перкат;None;Holden Commodore ZB;9;1'12.6684;0.5445;0.0566;141.684
12;99;Антон де Паскуале;None;Holden Commodore ZB;8;1'12.7032;0.5793;0.0348;141.616
13;6;Кэмерон Уотерс;None;Ford Falcon FG X;8;1'12.7095;0.5856;0.0063;141.604
14;25;Джеймс Кортни;None;Holden Commodore ZB;10;1'12.7367;0.6128;0.0272;141.551
15;33;Гарт Тандер;None;Holden Commodore ZB;10;1'12.7510;0.6271;0.0143;141.523
16;56;Ричи Стэнэвей;None;Ford Falcon FG X;9;1'12.7808;0.6569;0.0298;141.465
17;55;Час Мостер;None;Ford Falcon FG X;10;1'12.7834;0.6595;0.0026;141.460
18;19;Джек ЛеБрок;None;Holden Commodore ZB;9;1'12.8893;0.7654;0.1059;141.255
19;2;Скотт Пай;None;Holden Commodore ZB;8;1'12.9366;0.8127;0.0473;141.163
20;18;Ли Холдсуорт;None;Holden Commodore ZB;10;1'12.9886;0.8647;0.0520;141.062
21;7;Андре Хаймгартнер;None;Nissan Altima;9;1'13.0088;0.8849;0.0202;141.023
22;35;Тодд Хазелвуд;None;Ford Falcon FG X;9;1'13.0759;0.9520;0.0671;140.894
23;78;Симона де Сильвестро;None;Nissan Altima;9;1'13.0986;0.9747;0.0227;140.850
24;34;Джеймс Голдинг;None;Holden Commodore ZB;9;1'13.1605;1.0366;0.0619;140.731
25;21;Тим Бланкард;None;Holden Commodore ZB;9;1'13.1925;1.0686;0.0320;140.670
26;23;Майкл Карузо;None;Nissan Altima;9;1'13.4843;1.3604;0.2918;140.111
