Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;97;Шейн ван Гисберген;None;Holden Commodore ZB;8;1'12.2587;None;None;142.487
2;17;Скотт Маклафлин;None;Ford Falcon FG X;8;1'12.4335;0.1748;0.1748;142.144
3;1;Джейми Уинкап;None;Holden Commodore ZB;8;1'12.4759;0.2172;0.0424;142.061
4;15;Рик Келли;None;Nissan Altima;7;1'12.4939;0.2352;0.0180;142.025
5;9;Дэвид Рейнольдс;None;Holden Commodore ZB;8;1'12.6686;0.4099;0.1747;141.684
6;230;Уилл Дэвисон;None;Ford Falcon FG X;6;1'12.7161;0.4574;0.0475;141.591
7;25;Джеймс Кортни;None;Holden Commodore ZB;11;1'12.7911;0.5324;0.0750;141.445
8;888;Крэг Лаундес;None;Holden Commodore ZB;8;1'12.8020;0.5433;0.0109;141.424
9;2;Скотт Пай;None;Holden Commodore ZB;9;1'12.8071;0.5484;0.0051;141.414
10;8;Ник Перкат;None;Holden Commodore ZB;7;1'12.8349;0.5762;0.0278;141.360
11;23;Майкл Карузо;None;Nissan Altima;9;1'12.8366;0.5779;0.0017;141.357
12;55;Час Мостер;None;Ford Falcon FG X;10;1'12.8497;0.5910;0.0131;141.332
13;5;Марк Винтерботтом;None;Ford Falcon FG X;11;1'12.9278;0.6691;0.0781;141.180
14;7;Андре Хаймгартнер;None;Nissan Altima;11;1'12.9411;0.6824;0.0133;141.154
15;14;Тим Слейд;None;Holden Commodore ZB;9;1'12.9440;0.6853;0.0029;141.149
16;78;Симона де Сильвестро;None;Nissan Altima;10;1'12.9585;0.6998;0.0145;141.121
17;18;Ли Холдсуорт;None;Holden Commodore ZB;10;1'13.0011;0.7424;0.0426;141.038
18;12;Фабиан Култхард;None;Ford Falcon FG X;8;1'13.0665;0.8078;0.0654;140.912
19;19;Джек ЛеБрок;None;Holden Commodore ZB;12;1'13.1097;0.8510;0.0432;140.829
20;6;Кэмерон Уотерс;None;Ford Falcon FG X;10;1'13.1526;0.8939;0.0429;140.746
21;56;Ричи Стэнэвей;None;Ford Falcon FG X;9;1'13.1832;0.9245;0.0306;140.688
22;35;Тодд Хазелвуд;None;Ford Falcon FG X;9;1'13.2003;0.9416;0.0171;140.655
23;21;Тим Бланкард;None;Holden Commodore ZB;7;1'13.2958;1.0371;0.0955;140.471
24;34;Джеймс Голдинг;None;Holden Commodore ZB;8;1'13.4033;1.1446;0.1075;140.266
25;33;Гарт Тандер;None;Holden Commodore ZB;11;1'13.4606;1.2019;0.0573;140.156
26;99;Антон де Паскуале;None;Holden Commodore ZB;0;None;None;None;None
