Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;17;Скотт Маклафлин;None;Ford Falcon FG X;15;1'13.3515;None;None;140.365
2;97;Шейн ван Гисберген;None;Holden Commodore ZB;5;1'13.3946;0.0431;0.0431;140.282
3;1;Джейми Уинкап;None;Holden Commodore ZB;8;1'13.5088;0.1573;0.1142;140.064
4;9;Дэвид Рейнольдс;None;Holden Commodore ZB;24;1'13.5181;0.1666;0.0093;140.047
5;55;Час Мостер;None;Ford Falcon FG X;48;1'13.5820;0.2305;0.0639;139.925
6;6;Кэмерон Уотерс;None;Ford Falcon FG X;52;1'13.6376;0.2861;0.0556;139.819
7;25;Джеймс Кортни;None;Holden Commodore ZB;24;1'13.6647;0.3132;0.0271;139.768
8;23;Майкл Карузо;None;Nissan Altima;26;1'13.6826;0.3311;0.0179;139.734
9;19;Джек ЛеБрок;None;Holden Commodore ZB;22;1'13.7002;0.3487;0.0176;139.701
10;18;Ли Холдсуорт;None;Holden Commodore ZB;48;1'13.7744;0.4229;0.0742;139.560
11;888;Крэг Лаундес;None;Holden Commodore ZB;23;1'13.7902;0.4387;0.0158;139.530
12;2;Скотт Пай;None;Holden Commodore ZB;16;1'13.8182;0.4667;0.0280;139.477
13;78;Симона де Сильвестро;None;Nissan Altima;46;1'13.9244;0.5729;0.1062;139.277
14;14;Тим Слейд;None;Holden Commodore ZB;21;1'13.9636;0.6121;0.0392;139.203
15;230;Уилл Дэвисон;None;Ford Falcon FG X;20;1'13.9681;0.6166;0.0045;139.195
16;7;Андре Хаймгартнер;None;Nissan Altima;52;1'13.9897;0.6382;0.0216;139.154
17;12;Фабиан Култхард;None;Ford Falcon FG X;27;1'14.0526;0.7011;0.0629;139.036
18;15;Рик Келли;None;Nissan Altima;4;1'14.0534;0.7019;0.0008;139.034
19;8;Ник Перкат;None;Holden Commodore ZB;44;1'14.1085;0.7570;0.0551;138.931
20;5;Марк Винтерботтом;None;Ford Falcon FG X;3;1'14.1429;0.7914;0.0344;138.866
21;34;Джеймс Голдинг;None;Holden Commodore ZB;19;1'14.1984;0.8469;0.0555;138.763
22;99;Антон де Паскуале;None;Holden Commodore ZB;55;1'14.2351;0.8836;0.0367;138.694
23;35;Тодд Хазелвуд;None;Ford Falcon FG X;5;1'14.2756;0.9241;0.0405;138.618
24;33;Гарт Тандер;None;Holden Commodore ZB;6;1'14.3726;1.0211;0.0970;138.438
25;56;Ричи Стэнэвей;None;Ford Falcon FG X;49;1'14.4330;1.0815;0.0604;138.325
26;21;Тим Бланкард;None;Holden Commodore ZB;26;1'14.9384;1.5869;0.5054;137.392
