Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;97;Шейн ван Гисберген;None;Holden Commodore ZB;16;1'12.6700;None;None;141.681
2;9;Дэвид Рейнольдс;None;Holden Commodore ZB;14;1'12.7467;0.0767;0.0767;141.531
3;888;Крэг Лаундес;None;Holden Commodore ZB;18;1'12.9126;0.2426;0.1659;141.210
4;1;Джейми Уинкап;None;Holden Commodore ZB;17;1'13.0625;0.3925;0.1499;140.920
5;15;Рик Келли;None;Nissan Altima;17;1'13.0784;0.4084;0.0159;140.889
6;25;Джеймс Кортни;None;Holden Commodore ZB;15;1'13.1252;0.4552;0.0468;140.799
7;55;Час Мостер;None;Ford Falcon FG X;20;1'13.1285;0.4585;0.0033;140.793
8;7;Андре Хаймгартнер;None;Nissan Altima;18;1'13.1758;0.5058;0.0473;140.702
9;2;Скотт Пай;None;Holden Commodore ZB;15;1'13.2282;0.5582;0.0524;140.601
10;18;Ли Холдсуорт;None;Holden Commodore ZB;19;1'13.2283;0.5583;0.0001;140.601
11;19;Джек ЛеБрок;None;Holden Commodore ZB;24;1'13.2850;0.6150;0.0567;140.492
12;17;Скотт Маклафлин;None;Ford Falcon FG X;23;1'13.2955;0.6255;0.0105;140.472
13;8;Ник Перкат;None;Holden Commodore ZB;19;1'13.3060;0.6360;0.0105;140.452
14;230;Уилл Дэвисон;None;Ford Falcon FG X;20;1'13.4680;0.7980;0.1620;140.142
15;6;Кэмерон Уотерс;None;Ford Falcon FG X;17;1'13.5258;0.8558;0.0578;140.032
16;99;Антон де Паскуале;None;Holden Commodore ZB;12;1'13.5300;0.8600;0.0042;140.024
17;14;Тим Слейд;None;Holden Commodore ZB;19;1'13.5455;0.8755;0.0155;139.994
18;23;Майкл Карузо;None;Nissan Altima;15;1'13.5796;0.9096;0.0341;139.930
19;56;Ричи Стэнэвей;None;Ford Falcon FG X;17;1'13.6571;0.9871;0.0775;139.782
20;33;Гарт Тандер;None;Holden Commodore ZB;18;1'13.7278;1.0578;0.0707;139.648
21;5;Марк Винтерботтом;None;Ford Falcon FG X;20;1'13.7657;1.0957;0.0379;139.577
22;12;Фабиан Култхард;None;Ford Falcon FG X;22;1'13.8154;1.1454;0.0497;139.483
23;35;Тодд Хазелвуд;None;Ford Falcon FG X;14;1'13.8732;1.2032;0.0578;139.373
24;78;Симона де Сильвестро;None;Nissan Altima;19;1'14.0501;1.3801;0.1769;139.041
25;21;Тим Бланкард;None;Holden Commodore ZB;16;1'14.2592;1.5892;0.2091;138.649
26;34;Джеймс Голдинг;None;Holden Commodore ZB;12;1'14.6138;1.9438;0.3546;137.990
