Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;97;Шейн ван Гисберген;None;Holden Commodore ZB;1;1'12.1042;None;None;142.793
2;1;Джейми Уинкап;None;Holden Commodore ZB;1;1'12.3386;0.2344;0.2344;142.330
3;15;Рик Келли;None;Nissan Altima;1;1'12.4532;0.3490;0.1146;142.105
4;9;Дэвид Рейнольдс;None;Holden Commodore ZB;1;1'12.4931;0.3889;0.0399;142.027
5;230;Уилл Дэвисон;None;Ford Falcon FG X;1;1'12.5395;0.4353;0.0464;141.936
6;888;Крэг Лаундес;None;Holden Commodore ZB;1;1'12.6230;0.5188;0.0835;141.773
7;17;Скотт Маклафлин;None;Ford Falcon FG X;1;1'12.6238;0.5196;0.0008;141.771
8;8;Ник Перкат;None;Holden Commodore ZB;1;1'12.9139;0.8097;0.2901;141.207
9;25;Джеймс Кортни;None;Holden Commodore ZB;1;1'12.9960;0.8918;0.0821;141.048
10;2;Скотт Пай;None;Holden Commodore ZB;1;1'13.0275;0.9233;0.0315;140.987
