Позиция;None;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;Сход;Очки
1;None;97;Шейн ван Гисберген Гарт Тандер;None;Holden Commodore ZB;161;6:10'56.1143;None;None;None;300
2;None;6;Кэмерон Уотерс Уилл Дэвисон;None;Ford Mustang GT;161;6:10'56.9805;0.8662;0.8662;None;276
3;None;25;Час Мостер Уоррен Лафф;None;Holden Commodore ZB;161;6:10'57.7232;1.6089;0.7427;None;258
4;None;12;Фабиан Култхард Тони Д'Альберто;None;Ford Mustang GT;161;6:10'58.2760;2.1617;0.5528;None;240
5;None;17;Скотт Маклафлин Тим Слейд;None;Ford Mustang GT;161;6:10'58.8256;2.7113;0.5496;None;222
6;None;20;Скотт Пай Дин Фьоре;None;Holden Commodore ZB;161;6:11'00.0832;3.9689;1.2576;None;204
7;None;5;Ли Холдсуорт Майкл Карузо;None;Ford Mustang GT;161;6:11'00.8480;4.7337;0.7648;None;192
8;None;18;Марк Винтерботтом Джеймс Голдинг;None;Holden Commodore ZB;161;6:11'02.2524;6.1381;1.4044;None;180
9;None;99;Антон де Паскуале Brodie Kostecki;None;Holden Commodore ZB;161;6:11'03.7590;7.6447;1.5066;None;168
10;None;44;Джеймс Кортни Broc Feeney;None;Ford Mustang GT;161;6:11'03.8300;7.7157;0.0710;None;156
11;None;7;Андре Хаймгартнер Dylan O'Keeffe;None;Ford Mustang GT;161;6:11'04.2046;8.0903;0.3746;None;144
12;None;19;Алекс Дэвисон Джонатон Уэбб;None;Holden Commodore ZB;161;6:11'05.2584;9.1441;1.0538;None;138
13;None;3;Маколи Джонс Тим Бланкард;None;Holden Commodore ZB;161;6:11'05.5722;9.4579;0.3138;None;132
14;None;55;Джек ЛеБрок Джеймс Моффат;None;Ford Mustang GT;161;6:11'07.5855;11.4712;2.0133;None;126
15;None;9;Дэвид Рейнольдс Уилл Браун;None;Holden Commodore ZB;160;6:11'18.6709;1 Lap;1 Lap;None;120
16;None;22;Крис Питер Steven Owen;None;Holden Commodore ZB;159;6:11'08.8261;2 Laps;1 Lap;None;114
17;None;15;Рик Келли Дейл Вуд;None;Ford Mustang GT;144;6:11'07.7511;17 Laps;15 Laps;None;108
18;None;8;Ник Перкат Томас Рэндл;None;Holden Commodore ZB;133;6:11'31.3113;28 Laps;11 Laps;None;102
19;None;40;Tyler Everingham Jayden Ojeda;None;Holden Commodore ZB;121;6:11'19.4232;40 Laps;12 Laps;None;96
None;None;34;Джейк Костеки Зейн Годдард;None;Holden Commodore ZB;155;5:55'01.8781;6 Laps;None;Сход;None
None;None;4;Джек Смит Джек Перкинс;None;Holden Commodore ZB;149;5:42'46.9916;12 Laps;6 Laps;Сход;None
None;None;2;Брайс Фуллвуд Курт Костеки;None;Holden Commodore ZB;147;5:43'44.2619;14 Laps;2 Laps;Сход;None
None;None;35;Гарри Джекобсон Дэвид Расселл;None;Holden Commodore ZB;62;2:37'32.1949;99 Laps;85 Laps;Сход;None
None;None;14;Тодд Хазелвуд Jordan Boys;None;Holden Commodore ZB;50;1:53'15.1778;111 Laps;12 Laps;Сход;None
None;None;888;Джейми Уинкап Крэг Лаундес;None;Holden Commodore ZB;32;1:09'03.8245;129 Laps;18 Laps;Сход;None
