Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;6;Кэмерон Уотерс Уилл Дэвисон;None;Ford Mustang GT;1;2'03.5592;None;None;181.020
2;17;Скотт Маклафлин Тим Слейд;None;Ford Mustang GT;1;2'04.0020;0.4428;0.4428;180.374
3;25;Час Мостер Уоррен Лафф;None;Holden Commodore ZB;1;2'04.0100;0.4508;0.0080;180.362
4;97;Шейн ван Гисберген Гарт Тандер;None;Holden Commodore ZB;1;2'04.4511;0.8919;0.4411;179.723
5;5;Ли Холдсуорт Майкл Карузо;None;Ford Mustang GT;1;2'04.6765;1.1173;0.2254;179.398
6;99;Антон де Паскуале Brodie Kostecki;None;Holden Commodore ZB;1;2'04.7688;1.2096;0.0923;179.265
7;12;Фабиан Култхард Тони Д'Альберто;None;Ford Mustang GT;1;2'04.8533;1.2941;0.0845;179.144
8;44;Джеймс Кортни Broc Feeney;None;Ford Mustang GT;1;2'05.3549;1.7957;0.5016;178.427
9;888;Джейми Уинкап Крэг Лаундес;None;Holden Commodore ZB;1;2'06.3940;2.8348;1.0391;176.960
None;8;Ник Перкат Томас Рэндл;None;Holden Commodore ZB;0;None;None;None;None
