Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;7;Андре Хаймгартнер Dylan O'Keeffe;None;Ford Mustang GT;5;2'05.3194;None;None;178.478
2;17;Скотт Маклафлин Тим Слейд;None;Ford Mustang GT;5;2'05.8553;0.5359;0.5359;177.718
3;97;Шейн ван Гисберген Гарт Тандер;None;Holden Commodore ZB;5;2'05.8695;0.5501;0.0142;177.698
4;25;Час Мостер Уоррен Лафф;None;Holden Commodore ZB;5;2'06.3803;1.0609;0.5108;176.980
5;888;Джейми Уинкап Крэг Лаундес;None;Holden Commodore ZB;5;2'06.6559;1.3365;0.2756;176.595
6;9;Дэвид Рейнольдс Уилл Браун;None;Holden Commodore ZB;5;2'06.6966;1.3772;0.0407;176.538
7;5;Ли Холдсуорт Майкл Карузо;None;Ford Mustang GT;5;2'06.7479;1.4285;0.0513;176.466
8;14;Тодд Хазелвуд Jordan Boys;None;Holden Commodore ZB;5;2'06.8000;1.4806;0.0521;176.394
9;6;Кэмерон Уотерс Уилл Дэвисон;None;Ford Mustang GT;5;2'06.9417;1.6223;0.1417;176.197
10;55;Джек ЛеБрок Джеймс Моффат;None;Ford Mustang GT;5;2'07.2897;1.9703;0.3480;175.715
11;12;Фабиан Култхард Тони Д'Альберто;None;Ford Mustang GT;4;2'07.3091;1.9897;0.0194;175.688
12;2;Брайс Фуллвуд Курт Костеки;None;Holden Commodore ZB;5;2'07.7512;2.4318;0.4421;175.080
13;34;Джейк Костеки Зейн Годдард;None;Holden Commodore ZB;4;2'08.1093;2.7899;0.3581;174.591
14;35;Гарри Джекобсон Дэвид Расселл;None;Holden Commodore ZB;4;2'08.1157;2.7963;0.0064;174.582
15;18;Марк Винтерботтом Джеймс Голдинг;None;Holden Commodore ZB;5;2'08.1220;2.8026;0.0063;174.574
16;15;Рик Келли Дейл Вуд;None;Ford Mustang GT;5;2'08.1267;2.8073;0.0047;174.567
17;99;Антон де Паскуале Brodie Kostecki;None;Holden Commodore ZB;4;2'08.3941;3.0747;0.2674;174.204
18;3;Маколи Джонс Тим Бланкард;None;Holden Commodore ZB;5;2'09.1470;3.8276;0.7529;173.188
19;22;Крис Питер Steven Owen;None;Holden Commodore ZB;5;2'09.3360;4.0166;0.1890;172.935
20;4;Джек Смит Джек Перкинс;None;Holden Commodore ZB;4;2'09.4196;4.1002;0.0836;172.823
21;19;Алекс Дэвисон Джонатон Уэбб;None;Holden Commodore ZB;5;2'09.4542;4.1348;0.0346;172.777
22;8;Ник Перкат Томас Рэндл;None;Holden Commodore ZB;3;2'09.9529;4.6335;0.4987;172.114
23;40;Tyler Everingham Jayden Ojeda;None;Holden Commodore ZB;4;2'10.3193;4.9999;0.3664;171.630
24;44;Джеймс Кортни Broc Feeney;None;Ford Mustang GT;3;4'35.0899;2'29.7705;2'24.7706;81.307
None;20;Скотт Пай Дин Фьоре;None;Holden Commodore ZB;0;None;None;None;None
