Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;97;Шейн ван Гисберген Гарт Тандер;None;Holden Commodore ZB;160;2'05.6412;None;None;178.021
2;6;Кэмерон Уотерс Уилл Дэвисон;None;Ford Mustang GT;147;2'05.8847;0.2435;0.2435;177.676
3;12;Фабиан Култхард Тони Д'Альберто;None;Ford Mustang GT;161;2'05.9492;0.3080;0.0645;177.585
4;25;Час Мостер Уоррен Лафф;None;Holden Commodore ZB;123;2'06.0489;0.4077;0.0997;177.445
5;17;Скотт Маклафлин Тим Слейд;None;Ford Mustang GT;161;2'06.0780;0.4368;0.0291;177.404
6;7;Андре Хаймгартнер Dylan O'Keeffe;None;Ford Mustang GT;144;2'06.2463;0.6051;0.1683;177.167
7;44;Джеймс Кортни Broc Feeney;None;Ford Mustang GT;146;2'06.2978;0.6566;0.0515;177.095
8;20;Скотт Пай Дин Фьоре;None;Holden Commodore ZB;147;2'06.3321;0.6909;0.0343;177.047
9;2;Брайс Фуллвуд Курт Костеки;None;Holden Commodore ZB;143;2'06.4877;0.8465;0.1556;176.829
10;55;Джек ЛеБрок Джеймс Моффат;None;Ford Mustang GT;152;2'06.5451;0.9039;0.0574;176.749
11;5;Ли Холдсуорт Майкл Карузо;None;Ford Mustang GT;147;2'06.6172;0.9760;0.0721;176.648
12;99;Антон де Паскуале Brodie Kostecki;None;Holden Commodore ZB;144;2'06.6959;1.0547;0.0787;176.539
13;34;Джейк Костеки Зейн Годдард;None;Holden Commodore ZB;145;2'06.7736;1.1324;0.0777;176.431
14;3;Маколи Джонс Тим Бланкард;None;Holden Commodore ZB;112;2'06.8599;1.2187;0.0863;176.311
15;15;Рик Келли Дейл Вуд;None;Ford Mustang GT;127;2'06.8667;1.2255;0.0068;176.301
16;888;Джейми Уинкап Крэг Лаундес;None;Holden Commodore ZB;29;2'06.8885;1.2473;0.0218;176.271
17;18;Марк Винтерботтом Джеймс Голдинг;None;Holden Commodore ZB;83;2'06.9295;1.2883;0.0410;176.214
18;9;Дэвид Рейнольдс Уилл Браун;None;Holden Commodore ZB;122;2'07.1873;1.5461;0.2578;175.857
19;19;Алекс Дэвисон Джонатон Уэбб;None;Holden Commodore ZB;151;2'07.1875;1.5463;0.0002;175.856
20;8;Ник Перкат Томас Рэндл;None;Holden Commodore ZB;105;2'07.3303;1.6891;0.1428;175.659
21;22;Крис Питер Steven Owen;None;Holden Commodore ZB;159;2'07.3700;1.7288;0.0397;175.604
22;4;Джек Смит Джек Перкинс;None;Holden Commodore ZB;108;2'07.7327;2.0915;0.3627;175.106
23;14;Тодд Хазелвуд Jordan Boys;None;Holden Commodore ZB;31;2'07.9481;2.3069;0.2154;174.811
24;35;Гарри Джекобсон Дэвид Расселл;None;Holden Commodore ZB;6;2'08.2411;2.5999;0.2930;174.412
25;40;Tyler Everingham Jayden Ojeda;None;Holden Commodore ZB;84;2'08.4644;2.8232;0.2233;174.108
