Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;17;Скотт Маклафлин;None;Ford Mustang GT;1;1'19.6626;None;None;145.513
2;97;Шейн ван Гисберген;None;Holden Commodore ZB;1;1'19.9263;0.2637;0.2637;145.033
3;12;Фабиан Култхард;None;Ford Mustang GT;1;1'20.0364;0.3738;0.1101;144.834
4;9;Дэвид Рейнольдс;None;Holden Commodore ZB;1;1'20.1956;0.5330;0.1592;144.546
5;6;Кэмерон Уотерс;None;Ford Mustang GT;1;1'20.2195;0.5569;0.0239;144.503
6;23;Уилл Дэвисон;None;Ford Mustang GT;1;1'20.3952;0.7326;0.1757;144.187
7;8;Ник Перкат;None;Holden Commodore ZB;1;1'20.5438;0.8812;0.1486;143.921
8;35;Тодд Хазелвуд;None;Holden Commodore ZB;1;1'20.7090;1.0464;0.1652;143.627
9;99;Антон де Паскуале;None;Holden Commodore ZB;1;1'20.7508;1.0882;0.0418;143.552
10;55;Час Мостер;None;Ford Mustang GT;0;None;None;None;None
