Позиция;#;Гонщик;None;Машина;Время;км/ч
1;17;Скотт Маклафлин;None;Ford Mustang GT;1'19.6626;145.513
2;97;Шейн ван Гисберген;None;Holden Commodore ZB;1'19.9263;145.033
3;9;Дэвид Рейнольдс;None;Holden Commodore ZB;1'20.1956;144.546
4;6;Кэмерон Уотерс;None;Ford Mustang GT;1'20.2195;144.503
5;23;Уилл Дэвисон;None;Ford Mustang GT;1'20.3952;144.187
6;8;Ник Перкат;None;Holden Commodore ZB;1'20.5438;143.921
7;35;Тодд Хазелвуд;None;Holden Commodore ZB;1'20.7090;143.627
8;99;Антон де Паскуале;None;Holden Commodore ZB;1'20.7508;143.552
9;55;Час Мостер;None;Ford Mustang GT;1'19.5528;145.714
10;12;Фабиан Култхард;None;Ford Mustang GT;1'20.0364;144.834
11;14;Тим Слейд;None;Holden Commodore ZB;1'19.8375;145.194
12;88;Джейми Уинкап;None;Holden Commodore ZB;1'19.8657;145.143
13;2;Скотт Пай;None;Holden Commodore ZB;1'19.9071;145.068
14;5;Ли Холдсуорт;None;Ford Mustang GT;1'19.9396;145.009
15;22;Джеймс Кортни;None;Holden Commodore ZB;1'20.0383;144.830
16;15;Рик Келли;None;Nissan Altima;1'20.0559;144.798
17;7;Андре Хаймгартнер;None;Nissan Altima;1'20.0589;144.793
18;33;Ричи Стэнэвей;None;Holden Commodore ZB;1'20.2610;144.428
19;78;Симона де Сильвестро;None;Nissan Altima;1'20.4950;144.008
20;21;Маколи Джонс;None;Holden Commodore ZB;1'20.5575;143.897
21;34;Джеймс Голдинг;None;Holden Commodore ZB;1'20.0918;144.733
22;19;Джек ЛеБрок;None;Holden Commodore ZB;1'20.7414;143.569
23;3;Гарри Джекобсон;None;Nissan Altima;1'20.8242;143.422
24;18;Марк Винтерботтом;None;Holden Commodore ZB;None;None
