Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;12;Фабиан Култхард;None;Ford Mustang GT;13;1'20.1140;None;None;144.693
2;17;Скотт Маклафлин;None;Ford Mustang GT;15;1'20.1791;0.0651;0.0651;144.576
3;88;Джейми Уинкап;None;Holden Commodore ZB;13;1'20.1923;0.0783;0.0132;144.552
4;8;Ник Перкат;None;Holden Commodore ZB;12;1'20.3515;0.2375;0.1592;144.266
5;55;Час Мостер;None;Ford Mustang GT;13;1'20.3563;0.2423;0.0048;144.257
6;14;Тим Слейд;None;Holden Commodore ZB;12;1'20.5455;0.4315;0.1892;143.918
7;23;Уилл Дэвисон;None;Ford Mustang GT;12;1'20.7313;0.6173;0.1858;143.587
8;6;Кэмерон Уотерс;None;Ford Mustang GT;11;1'20.7599;0.6459;0.0286;143.536
9;99;Антон де Паскуале;None;Holden Commodore ZB;13;1'20.9221;0.8081;0.1622;143.248
10;2;Скотт Пай;None;Holden Commodore ZB;11;1'20.9284;0.8144;0.0063;143.237
11;34;Джеймс Голдинг;None;Holden Commodore ZB;14;1'20.9502;0.8362;0.0218;143.199
12;97;Шейн ван Гисберген;None;Holden Commodore ZB;13;1'20.9535;0.8395;0.0033;143.193
13;9;Дэвид Рейнольдс;None;Holden Commodore ZB;13;1'20.9901;0.8761;0.0366;143.128
14;22;Джеймс Кортни;None;Holden Commodore ZB;12;1'21.0199;0.9059;0.0298;143.075
15;5;Ли Холдсуорт;None;Ford Mustang GT;14;1'21.0319;0.9179;0.0120;143.054
16;21;Маколи Джонс;None;Holden Commodore ZB;15;1'21.0473;0.9333;0.0154;143.027
17;3;Гарри Джекобсон;None;Nissan Altima;15;1'21.1074;0.9934;0.0601;142.921
18;7;Андре Хаймгартнер;None;Nissan Altima;12;1'21.2476;1.1336;0.1402;142.674
19;15;Рик Келли;None;Nissan Altima;11;1'21.2624;1.1484;0.0148;142.648
20;78;Симона де Сильвестро;None;Nissan Altima;15;1'21.4019;1.2879;0.1395;142.404
21;33;Ричи Стэнэвей;None;Holden Commodore ZB;15;1'21.4391;1.3251;0.0372;142.339
22;35;Тодд Хазелвуд;None;Holden Commodore ZB;12;1'21.6431;1.5291;0.2040;141.983
23;19;Джек ЛеБрок;None;Holden Commodore ZB;11;1'21.6968;1.5828;0.0537;141.890
24;18;Марк Винтерботтом;None;Holden Commodore ZB;17;1'21.7389;1.6249;0.0421;141.817
