Позиция;None;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;Сход;Очки
1;None;17;Скотт Маклафлин;None;Ford Mustang GT;71;1:39'52.5906;None;None;None;150
2;None;6;Кэмерон Уотерс;None;Ford Mustang GT;71;1:39'54.9759;2.3853;2.3853;None;138
3;None;97;Шейн ван Гисберген;None;Holden Commodore ZB;71;1:39'55.5304;2.9398;0.5545;None;129
4;None;14;Тим Слейд;None;Holden Commodore ZB;71;1:40'10.9885;18.3979;15.4581;None;120
5;None;8;Ник Перкат;None;Holden Commodore ZB;71;1:40'11.5456;18.9550;0.5571;None;111
6;None;18;Марк Винтерботтом;None;Holden Commodore ZB;71;1:40'17.5294;24.9388;5.9838;None;102
7;None;88;Джейми Уинкап;None;Holden Commodore ZB;71;1:40'18.0104;25.4198;0.4810;None;96
8;None;23;Уилл Дэвисон;None;Ford Mustang GT;71;1:40'20.1604;27.5698;2.1500;None;90
9;None;9;Дэвид Рейнольдс;None;Holden Commodore ZB;71;1:40'24.0925;31.5019;3.9321;None;84
10;None;35;Тодд Хазелвуд;None;Holden Commodore ZB;71;1:40'24.6390;32.0484;0.5465;None;78
11;None;5;Ли Холдсуорт;None;Ford Mustang GT;71;1:40'25.0654;32.4748;0.4264;None;72
12;None;22;Джеймс Кортни;None;Holden Commodore ZB;71;1:40'29.8878;37.2972;4.8224;None;69
13;None;7;Андре Хаймгартнер;None;Nissan Altima L33;71;1:40'32.1797;39.5891;2.2919;None;66
14;None;99;Антон де Паскуале;None;Holden Commodore ZB;71;1:40'33.8063;41.2157;1.6266;None;63
15;None;55;Час Мостер;None;Ford Mustang GT;71;1:40'39.0213;46.4307;5.2150;None;60
16;None;78;Симона де Сильвестро;None;Nissan Altima L33;71;1:40'39.9058;47.3152;0.8845;None;57
17;None;2;Скотт Пай;None;Holden Commodore ZB;71;1:40'43.6782;51.0876;3.7724;None;54
18;None;33;Ричи Стэнэвей;None;Holden Commodore ZB;71;1:40'44.6460;52.0554;0.9678;None;51
19;None;34;Джеймс Голдинг;None;Holden Commodore ZB;71;1:40'51.1616;58.5710;6.5156;None;48
20;None;12;Фабиан Култхард;None;Ford Mustang GT;71;1:40'55.4542;1'02.8636;4.2926;None;45
21;None;19;Джек ЛеБрок;None;Holden Commodore ZB;68;1:40'59.3654;3 Laps;3 Laps;None;42
22;None;3;Гарри Джекобсон;None;Nissan Altima L33;67;1:40'07.8801;4 Laps;1 Lap;None;39
23;None;21;Маколи Джонс;None;Holden Commodore ZB;57;1:41'03.0578;14 Laps;10 Laps;None;36
24;None;15;Рик Келли;None;Nissan Altima L33;55;1:41'36.3927;16 Laps;2 Laps;None;33
