Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;12;Фабиан Култхард;None;Ford Mustang GT;1;1'19.8918;None;None;145.096
2;88;Джейми Уинкап;None;Holden Commodore ZB;1;1'20.2179;0.3261;0.3261;144.506
3;17;Скотт Маклафлин;None;Ford Mustang GT;1;1'20.2551;0.3633;0.0372;144.439
4;6;Кэмерон Уотерс;None;Ford Mustang GT;1;1'20.3402;0.4484;0.0851;144.286
5;97;Шейн ван Гисберген;None;Holden Commodore ZB;1;1'20.3883;0.4965;0.0481;144.200
6;9;Дэвид Рейнольдс;None;Holden Commodore ZB;1;1'20.5130;0.6212;0.1247;143.976
7;23;Уилл Дэвисон;None;Ford Mustang GT;1;1'20.5228;0.6310;0.0098;143.959
8;8;Ник Перкат;None;Holden Commodore ZB;1;1'20.6132;0.7214;0.0904;143.797
9;22;Джеймс Кортни;None;Holden Commodore ZB;1;1'21.0460;1.1542;0.4328;143.029
10;15;Рик Келли;None;Nissan Altima;1;1'21.0568;1.1650;0.0108;143.010
