Позиция;None;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;Сход;Очки
1;None;17;Скотт Маклафлин;None;Ford Mustang GT;78;1:48'02.4642;None;None;None;150
2;None;88;Джейми Уинкап;None;Holden Commodore ZB;78;1:48'15.4293;12.9651;12.9651;None;138
3;None;97;Шейн ван Гисберген;None;Holden Commodore ZB;78;1:48'16.4178;13.9536;0.9885;None;129
4;None;23;Уилл Дэвисон;None;Ford Mustang GT;78;1:48'17.4067;14.9425;0.9889;None;120
5;None;55;Час Мостер;None;Ford Mustang GT;78;1:48'20.0357;17.5715;2.6290;None;111
6;None;12;Фабиан Култхард;None;Ford Mustang GT;78;1:48'24.7542;22.2900;4.7185;None;102
7;None;8;Ник Перкат;None;Holden Commodore ZB;78;1:48'35.7433;33.2791;10.9891;None;96
8;None;9;Дэвид Рейнольдс;None;Holden Commodore ZB;78;1:48'36.2362;33.7720;0.4929;None;90
9;None;18;Марк Винтерботтом;None;Holden Commodore ZB;78;1:48'51.8307;49.3665;15.5945;None;84
10;None;22;Джеймс Кортни;None;Holden Commodore ZB;78;1:48'58.4341;55.9699;6.6034;None;78
11;None;15;Рик Келли;None;Nissan Altima;78;1:49'05.8043;1'03.3401;7.3702;None;72
12;None;35;Тодд Хазелвуд;None;Holden Commodore ZB;78;1:49'06.7718;1'04.3076;0.9675;None;69
13;None;7;Андре Хаймгартнер;None;Nissan Altima;78;1:49'08.3105;1'05.8463;1.5387;None;66
14;None;34;Джеймс Голдинг;None;Holden Commodore ZB;78;1:49'11.1450;1'08.6808;2.8345;None;63
15;None;78;Симона де Сильвестро;None;Nissan Altima;78;1:49'13.0468;1'10.5826;1.9018;None;60
16;None;99;Антон де Паскуале;None;Holden Commodore ZB;78;1:49'22.5748;1'20.1106;9.5280;None;57
17;None;14;Тим Слейд;None;Holden Commodore ZB;77;1:48'12.1647;1 Lap;1 Lap;None;54
18;None;33;Ричи Стэнэвей;None;Holden Commodore ZB;77;1:48'21.3804;1 Lap;9.2157;None;51
19;None;3;Гарри Джекобсон;None;Nissan Altima;77;1:48'42.1737;1 Lap;20.7933;None;48
20;None;19;Джек ЛеБрок;None;Holden Commodore ZB;77;1:48'56.9926;1 Lap;14.8189;None;45
21;None;5;Ли Холдсуорт;None;Ford Mustang GT;72;1:49'08.1441;6 Laps;5 Laps;None;42
22;None;6;Кэмерон Уотерс;None;Ford Mustang GT;64;1:49'00.0556;14 Laps;8 Laps;None;39
None;None;2;Скотт Пай;None;Holden Commodore ZB;25;35'08.7496;53 Laps;39 Laps;Сход;None
