Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;88;Джейми Уинкап;None;Holden Commodore VF;8;1'19.7649;None;None;145.327
2;97;Шейн ван Гисберген;None;Holden Commodore VF;10;1'19.9176;0.1527;0.1527;145.049
3;6;Кэмерон Уотерс;None;Ford Falcon FG-X;9;1'19.9400;0.1751;0.0224;145.008
4;5;Марк Винтерботтом;None;Ford Falcon FG-X;9;1'20.0399;0.2750;0.0999;144.827
5;55;Час Мостер;None;Ford Falcon FG-X;12;1'20.1273;0.3624;0.0874;144.669
6;34;Джеймс Моффат;None;Holden Commodore VF;11;1'20.2964;0.5315;0.1691;144.365
7;9;Дэвид Рейнольдс;None;Holden Commodore VF;7;1'20.3432;0.5783;0.0468;144.281
8;7;Тодд Келли;None;Nissan Altima;9;1'20.4438;0.6789;0.1006;144.100
9;2;Скотт Пай;None;Holden Commodore VF;9;1'20.5007;0.7358;0.0569;143.998
10;14;Тим Слейд;None;Holden Commodore VF;10;1'20.5081;0.7432;0.0074;143.985
11;17;Скотт Маклафлин;None;Ford Falcon FG-X;10;1'20.5378;0.7729;0.0297;143.932
12;23;Майкл Карузо;None;Nissan Altima;9;1'20.5923;0.8274;0.0545;143.835
13;8;Ник Перкат;None;Holden Commodore VF;10;1'20.6836;0.9187;0.0913;143.672
14;19;Уилл Дэвисон;None;Holden Commodore VF;14;1'20.6950;0.9301;0.0114;143.652
15;15;Рик Келли;None;Nissan Altima;11;1'20.7723;1.0074;0.0773;143.514
16;22;Джеймс Кортни;None;Holden Commodore VF;8;1'20.8130;1.0481;0.0407;143.442
17;56;Джейсон Брайт;None;Ford Falcon FG-X;9;1'20.8651;1.1002;0.0521;143.349
18;18;Ли Холдсуорт;None;Holden Commodore VF;8;1'20.9176;1.1527;0.0525;143.256
19;33;Гарт Тандер;None;Holden Commodore VF;11;1'20.9191;1.1542;0.0015;143.254
20;12;Фабиан Култхард;None;Ford Falcon FG-X;12;1'20.9684;1.2035;0.0493;143.166
21;99;Дейл Вуд;None;Holden Commodore VF;6;1'21.0127;1.2478;0.0443;143.088
22;888;Крэг Лаундес;None;Holden Commodore VF;11;1'21.0424;1.2775;0.0297;143.036
23;3;Таз Дуглас;None;Holden Commodore VF;10;1'21.1890;1.4241;0.1466;142.777
24;21;Тим Бланкард;None;Holden Commodore VF;10;1'21.3102;1.5453;0.1212;142.565
25;78;Симона де Сильвестро;None;Nissan Altima;12;1'22.3831;2.6182;1.0729;140.708
26;62;Алекс Рулло;None;Holden Commodore VF;7;1'22.8960;3.1311;0.5129;139.837
