Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;97;Шейн ван Гисберген;None;Holden Commodore VF;52;1'20.9659;None;None;143.171
2;22;Джеймс Кортни;None;Holden Commodore VF;19;1'20.9759;0.0100;0.0100;143.153
3;12;Фабиан Култхард;None;Ford Falcon FG-X;19;1'21.0764;0.1105;0.1005;142.976
4;17;Скотт Маклафлин;None;Ford Falcon FG-X;8;1'21.1855;0.2196;0.1091;142.784
5;15;Рик Келли;None;Nissan Altima;47;1'21.1932;0.2273;0.0077;142.770
6;6;Кэмерон Уотерс;None;Ford Falcon FG-X;16;1'21.2690;0.3031;0.0758;142.637
7;33;Гарт Тандер;None;Holden Commodore VF;12;1'21.2911;0.3252;0.0221;142.598
8;14;Тим Слейд;None;Holden Commodore VF;11;1'21.2920;0.3261;0.0009;142.597
9;88;Джейми Уинкап;None;Holden Commodore VF;44;1'21.4759;0.5100;0.1839;142.275
10;888;Крэг Лаундес;None;Holden Commodore VF;44;1'21.4886;0.5227;0.0127;142.253
11;55;Час Мостер;None;Ford Falcon FG-X;8;1'21.5059;0.5400;0.0173;142.222
12;23;Майкл Карузо;None;Nissan Altima;11;1'21.5242;0.5583;0.0183;142.190
13;9;Дэвид Рейнольдс;None;Holden Commodore VF;48;1'21.5716;0.6057;0.0474;142.108
14;5;Марк Винтерботтом;None;Ford Falcon FG-X;5;1'21.5733;0.6074;0.0017;142.105
15;18;Ли Холдсуорт;None;Holden Commodore VF;46;1'21.5989;0.6330;0.0256;142.060
16;7;Тодд Келли;None;Nissan Altima;18;1'21.6050;0.6391;0.0061;142.050
17;8;Ник Перкат;None;Holden Commodore VF;6;1'21.6169;0.6510;0.0119;142.029
18;2;Скотт Пай;None;Holden Commodore VF;12;1'21.6439;0.6780;0.0270;141.982
19;34;Джеймс Моффат;None;Holden Commodore VF;8;1'21.7341;0.7682;0.0902;141.825
20;21;Тим Бланкард;None;Holden Commodore VF;56;1'21.8126;0.8467;0.0785;141.689
21;56;Джейсон Брайт;None;Ford Falcon FG-X;9;1'21.9124;0.9465;0.0998;141.517
22;99;Дейл Вуд;None;Holden Commodore VF;11;1'21.9865;1.0206;0.0741;141.389
23;78;Симона де Сильвестро;None;Nissan Altima;59;1'22.0921;1.1262;0.1056;141.207
24;62;Алекс Рулло;None;Holden Commodore VF;26;1'22.3210;1.3551;0.2289;140.814
25;3;Таз Дуглас;None;Holden Commodore VF;25;1'22.5102;1.5443;0.1892;140.491
