Позиция;None;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;Сход;Очки
1;None;97;Шейн ван Гисберген;None;Holden Commodore VF;78;1:49'25.8501;None;None;None;150
2;None;12;Фабиан Култхард;None;Ford Falcon FG-X;78;1:49'40.5622;14.7121;14.7121;None;138
3;None;22;Джеймс Кортни;None;Holden Commodore VF;78;1:49'41.4104;15.5603;0.8482;None;129
4;None;6;Кэмерон Уотерс;None;Ford Falcon FG-X;78;1:49'48.7277;22.8776;7.3173;None;120
5;None;15;Рик Келли;None;Nissan Altima;78;1:49'49.2686;23.4185;0.5409;None;111
6;None;88;Джейми Уинкап;None;Holden Commodore VF;78;1:49'50.0744;24.2243;0.8058;None;102
7;None;8;Ник Перкат;None;Holden Commodore VF;78;1:49'54.7574;28.9073;4.6830;None;96
8;None;888;Крэг Лаундес;None;Holden Commodore VF;78;1:49'58.6049;32.7548;3.8475;None;90
9;None;55;Час Мостер;None;Ford Falcon FG-X;78;1:49'59.7309;33.8808;1.1260;None;84
10;None;34;Джеймс Моффат;None;Holden Commodore VF;78;1:50'01.0559;35.2058;1.3250;None;78
11;None;23;Майкл Карузо;None;Nissan Altima;78;1:50'03.0005;37.1504;1.9446;None;72
12;None;33;Гарт Тандер;None;Holden Commodore VF;78;1:50'04.1980;38.3479;1.1975;None;69
13;None;18;Ли Холдсуорт;None;Holden Commodore VF;78;1:50'05.2346;39.3845;1.0366;None;66
14;None;14;Тим Слейд;None;Holden Commodore VF;78;1:50'08.2033;42.3532;2.9687;None;63
15;None;5;Марк Винтерботтом;None;Ford Falcon FG-X;78;1:50'10.3978;44.5477;2.1945;None;60
16;None;2;Скотт Пай;None;Holden Commodore VF;78;1:50'12.0757;46.2256;1.6779;None;57
17;None;17;Скотт Маклафлин;None;Ford Falcon FG-X;78;1:50'13.1854;47.3353;1.1097;None;54
18;None;9;Дэвид Рейнольдс;None;Holden Commodore VF;78;1:50'23.1562;57.3061;9.9708;None;51
19;None;21;Тим Бланкард;None;Holden Commodore VF;78;1:50'35.4338;1'09.5837;12.2776;None;48
20;None;78;Симона де Сильвестро;None;Nissan Altima;78;1:50'42.6643;1'16.8142;7.2305;None;45
21;None;56;Джейсон Брайт;None;Ford Falcon FG-X;77;1:49'35.5092;1 Lap;1 Lap;None;42
22;None;7;Тодд Келли;None;Nissan Altima;77;1:49'38.0087;1 Lap;2.4995;None;4
23;None;62;Алекс Рулло;None;Holden Commodore VF;76;1:49'37.3996;2 Laps;1 Lap;None;36
24;None;3;Таз Дуглас;None;Holden Commodore VF;64;1:50'44.5222;14 Laps;12 Laps;None;33
None;None;99;Дейл Вуд;None;Holden Commodore VF;49;1:10'27.5416;29 Laps;15 Laps;Сход;None
None;None;19;Уилл Дэвисон;None;Holden Commodore VF;0;None;None;None;Сход;None
