Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;17;Скотт Маклафлин;None;Ford Falcon FG-X;10;1'20.4210;None;None;144.141
2;97;Шейн ван Гисберген;None;Holden Commodore VF;20;1'20.6959;0.2749;0.2749;143.650
3;6;Кэмерон Уотерс;None;Ford Falcon FG-X;16;1'20.7049;0.2839;0.0090;143.634
4;22;Джеймс Кортни;None;Holden Commodore VF;11;1'20.7313;0.3103;0.0264;143.587
5;23;Майкл Карузо;None;Nissan Altima;32;1'20.7518;0.3308;0.0205;143.550
6;12;Фабиан Култхард;None;Ford Falcon FG-X;21;1'20.8121;0.3911;0.0603;143.443
7;88;Джейми Уинкап;None;Holden Commodore VF;18;1'20.8238;0.4028;0.0117;143.423
8;55;Час Мостер;None;Ford Falcon FG-X;9;1'20.8598;0.4388;0.0360;143.359
9;56;Джейсон Брайт;None;Ford Falcon FG-X;12;1'20.9680;0.5470;0.1082;143.167
10;14;Тим Слейд;None;Holden Commodore VF;44;1'20.9892;0.5682;0.0212;143.130
11;19;Уилл Дэвисон;None;Holden Commodore VF;14;1'21.0025;0.5815;0.0133;143.106
12;7;Тодд Келли;None;Nissan Altima;28;1'21.0046;0.5836;0.0021;143.102
13;5;Марк Винтерботтом;None;Ford Falcon FG-X;13;1'21.1257;0.7047;0.1211;142.889
14;9;Дэвид Рейнольдс;None;Holden Commodore VF;11;1'21.1583;0.7373;0.0326;142.831
15;888;Крэг Лаундес;None;Holden Commodore VF;21;1'21.1708;0.7498;0.0125;142.809
16;2;Скотт Пай;None;Holden Commodore VF;7;1'21.1906;0.7696;0.0198;142.775
17;15;Рик Келли;None;Nissan Altima;13;1'21.2108;0.7898;0.0202;142.739
18;34;Джеймс Моффат;None;Holden Commodore VF;17;1'21.2514;0.8304;0.0406;142.668
19;33;Гарт Тандер;None;Holden Commodore VF;29;1'21.2815;0.8605;0.0301;142.615
20;18;Ли Холдсуорт;None;Holden Commodore VF;14;1'21.3223;0.9013;0.0408;142.543
21;78;Симона де Сильвестро;None;Nissan Altima;13;1'21.4883;1.0673;0.1660;142.253
22;21;Тим Бланкард;None;Holden Commodore VF;20;1'21.6003;1.1793;0.1120;142.058
23;99;Дейл Вуд;None;Holden Commodore VF;18;1'21.6614;1.2404;0.0611;141.952
24;3;Таз Дуглас;None;Holden Commodore VF;22;1'21.7025;1.2815;0.0411;141.880
25;62;Алекс Рулло;None;Holden Commodore VF;56;1'21.9914;1.5704;0.2889;141.380
