Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;9;Люк Юлден Дэвид Рейнольдс;None;Holden Commodore ZB;20;2'04.4072;None;None;179.787
2;99;Антон де Паскуале Уилл Браун;None;Holden Commodore ZB;17;2'04.6449;0.2377;0.2377;179.444
3;6;Кэмерон Уотерс Дэвид Расселл;None;Ford Falcon FG X;19;2'04.8494;0.4422;0.2045;179.150
4;8;Ник Перкат Маколи Джонс;None;Holden Commodore ZB;19;2'05.0074;0.6002;0.1580;178.923
5;55;Час Мостер Джеймс Моффат;None;Ford Falcon FG X;26;2'05.0889;0.6817;0.0815;178.807
6;25;Джеймс Кортни Джек Перкинс;None;Holden Commodore ZB;22;2'05.1058;0.6986;0.0169;178.783
7;97;Шейн ван Гисберген Эрл Бамбер;None;Holden Commodore ZB;22;2'05.2423;0.8351;0.1365;178.588
8;33;Гарт Тандер Крис Питер;None;Holden Commodore ZB;18;2'05.3648;0.9576;0.1225;178.413
9;56;Ричи Стэнэвей Steven Owen;None;Ford Falcon FG X;22;2'05.4419;1.0347;0.0771;178.304
10;2;Скотт Пай Уоррен Лафф;None;Holden Commodore ZB;22;2'05.4612;1.0540;0.0193;178.276
11;1;Джейми Уинкап Пол Дамбрелл;None;Holden Commodore ZB;22;2'05.6369;1.2297;0.1757;178.027
12;17;Скотт Маклафлин Александр Према;None;Ford Falcon FG X;24;2'05.9832;1.5760;0.3463;177.537
13;34;Джеймс Голдинг Ричард Маскат;None;Holden Commodore ZB;23;2'05.9979;1.5907;0.0147;177.517
14;11;Рик Келли Гарри Джекобсон;None;Nissan Altima;18;2'06.1705;1.7633;0.1726;177.274
15;5;Марк Винтерботтом Дин Кэнто;None;Ford Falcon FG X;20;2'06.1972;1.7900;0.0267;177.236
16;888;Крэг Лаундес Стив Ричардс;None;Holden Commodore ZB;18;2'06.2996;1.8924;0.1024;177.093
17;23;Майкл Карузо Дин Фьоре;None;Nissan Altima;16;2'06.4841;2.0769;0.1845;176.834
18;7;Андре Хаймгартнер Аарен Рассел;None;Nissan Altima;23;2'06.5207;2.1135;0.0366;176.783
19;12;Фабиан Култхард Тони Д'Альберто;None;Ford Falcon FG X;24;2'06.6110;2.2038;0.0903;176.657
20;14;Тим Слейд Эш Уолш;None;Holden Commodore ZB;16;2'06.8165;2.4093;0.2055;176.371
21;230;Уилл Дэвисон Алекс Дэвисон;None;Ford Falcon FG X;8;2'06.9781;2.5709;0.1616;176.146
22;78;Симона де Сильвестро Алекс Рулло;None;Nissan Altima;16;2'07.0439;2.6367;0.0658;176.055
23;18;Ли Холдсуорт Джейсон Брайт;None;Holden Commodore ZB;6;2'07.2385;2.8313;0.1946;175.786
24;19;Джек ЛеБрок Джонатон Уэбб;None;Holden Commodore ZB;19;2'07.3039;2.8967;0.0654;175.696
25;21;Тим Бланкард Дейл Вуд;None;Holden Commodore ZB;10;2'07.4314;3.0242;0.1275;175.520
26;35;Тодд Хазелвуд Брайс Фуллвуд;None;Ford Falcon FG X;21;2'07.9068;3.4996;0.4754;174.867
