Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;230;Уилл Дэвисон Алекс Дэвисон;None;Ford Falcon FG X;17;2'25.0243;None;None;154.227
2;55;Час Мостер Джеймс Моффат;None;Ford Falcon FG X;15;2'25.5388;0.5145;0.5145;153.682
3;7;Андре Хаймгартнер Аарен Рассел;None;Nissan Altima;16;2'25.7144;0.6901;0.1756;153.497
4;23;Майкл Карузо Дин Фьоре;None;Nissan Altima;11;2'25.7172;0.6929;0.0028;153.494
5;5;Марк Винтерботтом Дин Кэнто;None;Ford Falcon FG X;18;2'25.7358;0.7115;0.0186;153.474
6;12;Фабиан Култхард Тони Д'Альберто;None;Ford Falcon FG X;19;2'25.9205;0.8962;0.1847;153.280
7;97;Шейн ван Гисберген Эрл Бамбер;None;Holden Commodore ZB;16;2'26.3576;1.3333;0.4371;152.822
8;78;Симона де Сильвестро Алекс Рулло;None;Nissan Altima;10;2'26.5438;1.5195;0.1862;152.628
9;2;Скотт Пай Уоррен Лафф;None;Holden Commodore ZB;15;2'26.6682;1.6439;0.1244;152.499
10;1;Джейми Уинкап Пол Дамбрелл;None;Holden Commodore ZB;15;2'26.6690;1.6447;0.0008;152.498
11;56;Ричи Стэнэвей Steven Owen;None;Ford Falcon FG X;16;2'27.3395;2.3152;0.6705;151.804
12;6;Кэмерон Уотерс Дэвид Расселл;None;Ford Falcon FG X;15;2'27.5771;2.5528;0.2376;151.560
13;18;Ли Холдсуорт Джейсон Брайт;None;Holden Commodore ZB;17;2'27.7949;2.7706;0.2178;151.336
14;35;Тодд Хазелвуд Брайс Фуллвуд;None;Ford Falcon FG X;18;2'28.2059;3.1816;0.4110;150.917
15;19;Джек ЛеБрок Джонатон Уэбб;None;Holden Commodore ZB;16;2'29.0160;3.9917;0.8101;150.096
16;17;Скотт Маклафлин Александр Према;None;Ford Falcon FG X;18;2'29.0766;4.0523;0.0606;150.035
17;21;Тим Бланкард Дейл Вуд;None;Holden Commodore ZB;18;2'29.2954;4.2711;0.2188;149.815
18;34;Джеймс Голдинг Ричард Маскат;None;Holden Commodore ZB;18;2'29.4292;4.4049;0.1338;149.681
19;14;Тим Слейд Эш Уолш;None;Holden Commodore ZB;18;2'29.4748;4.4505;0.0456;149.635
20;888;Крэг Лаундес Стив Ричардс;None;Holden Commodore ZB;9;2'30.5808;5.5565;1.1060;148.536
21;33;Гарт Тандер Крис Питер;None;Holden Commodore ZB;17;2'31.5436;6.5193;0.9628;147.593
22;8;Ник Перкат Маколи Джонс;None;Holden Commodore ZB;18;2'31.6887;6.6644;0.1451;147.451
23;11;Рик Келли Гарри Джекобсон;None;Nissan Altima;4;2'31.8549;6.8306;0.1662;147.290
24;25;Джеймс Кортни Джек Перкинс;None;Holden Commodore ZB;5;2'32.6344;7.6101;0.7795;146.538
