Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;9;Люк Юлден Дэвид Рейнольдс;None;Holden Commodore ZB;13;2'06.6470;None;None;176.607
2;5;Марк Винтерботтом Дин Кэнто;None;Ford Falcon FG X;14;2'07.0756;0.4286;0.4286;176.011
3;25;Джеймс Кортни Джек Перкинс;None;Holden Commodore ZB;11;2'07.1774;0.5304;0.1018;175.870
4;2;Скотт Пай Уоррен Лафф;None;Holden Commodore ZB;15;2'07.2484;0.6014;0.0710;175.772
5;17;Скотт Маклафлин Александр Према;None;Ford Falcon FG X;14;2'07.3349;0.6879;0.0865;175.653
6;21;Тим Бланкард Дейл Вуд;None;Holden Commodore ZB;16;2'07.4465;0.7995;0.1116;175.499
7;7;Андре Хаймгартнер Аарен Рассел;None;Nissan Altima;15;2'07.5757;0.9287;0.1292;175.321
8;11;Рик Келли Гарри Джекобсон;None;Nissan Altima;13;2'07.6084;0.9614;0.0327;175.276
9;8;Ник Перкат Маколи Джонс;None;Holden Commodore ZB;18;2'07.7512;1.1042;0.1428;175.080
10;1;Джейми Уинкап Пол Дамбрелл;None;Holden Commodore ZB;8;2'07.8340;1.1870;0.0828;174.967
11;97;Шейн ван Гисберген Эрл Бамбер;None;Holden Commodore ZB;8;2'07.8565;1.2095;0.0225;174.936
12;230;Уилл Дэвисон Алекс Дэвисон;None;Ford Falcon FG X;19;2'07.9098;1.2628;0.0533;174.863
13;6;Кэмерон Уотерс Дэвид Расселл;None;Ford Falcon FG X;17;2'08.2047;1.5577;0.2949;174.461
14;12;Фабиан Култхард Тони Д'Альберто;None;Ford Falcon FG X;14;2'08.2221;1.5751;0.0174;174.437
15;23;Майкл Карузо Дин Фьоре;None;Nissan Altima;14;2'08.4610;1.8140;0.2389;174.113
16;18;Ли Холдсуорт Джейсон Брайт;None;Holden Commodore ZB;11;2'08.4826;1.8356;0.0216;174.084
17;55;Час Мостер Джеймс Моффат;None;Ford Falcon FG X;16;2'08.7983;2.1513;0.3157;173.657
18;56;Ричи Стэнэвей Steven Owen;None;Ford Falcon FG X;18;2'08.9124;2.2654;0.1141;173.503
19;34;Джеймс Голдинг Ричард Маскат;None;Holden Commodore ZB;18;2'09.2016;2.5546;0.2892;173.115
20;19;Джек ЛеБрок Джонатон Уэбб;None;Holden Commodore ZB;9;2'09.2398;2.5928;0.0382;173.064
21;78;Симона де Сильвестро Алекс Рулло;None;Nissan Altima;13;2'09.2912;2.6442;0.0514;172.995
22;35;Тодд Хазелвуд Брайс Фуллвуд;None;Ford Falcon FG X;20;2'09.5172;2.8702;0.2260;172.693
23;33;Гарт Тандер Крис Питер;None;Holden Commodore ZB;17;2'09.6461;2.9991;0.1289;172.521
24;99;Антон де Паскуале Уилл Браун;None;Holden Commodore ZB;10;2'10.1266;3.4796;0.4805;171.884
25;14;Тим Слейд Эш Уолш;None;Holden Commodore ZB;15;2'11.0962;4.4492;0.9696;170.613
26;888;Крэг Лаундес Стив Ричардс;None;Holden Commodore ZB;11;2'14.2674;7.6204;3.1712;166.583
