Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;25;Час Мостер;None;Holden Commodore ZB;14;1'13.9249;None;None;139.276
2;6;Кэмерон Уотерс;None;Ford Mustang GT;22;1'14.0283;0.1034;0.1034;139.081
3;97;Шейн ван Гисберген;None;Holden Commodore ZB;4;1'14.0458;0.1209;0.0175;139.049
4;17;Скотт Маклафлин;None;Ford Mustang GT;17;1'14.1646;0.2397;0.1188;138.826
5;8;Ник Перкат;None;Holden Commodore ZB;3;1'14.2161;0.2912;0.0515;138.730
6;99;Антон де Паскуале;None;Holden Commodore ZB;9;1'14.2638;0.3389;0.0477;138.640
7;88;Джейми Уинкап;None;Holden Commodore ZB;3;1'14.3810;0.4561;0.1172;138.422
8;14;Тодд Хазелвуд;None;Holden Commodore ZB;2;1'14.4674;0.5425;0.0864;138.261
9;15;Рик Келли;None;Ford Mustang GT;18;1'14.4739;0.5490;0.0065;138.249
10;20;Скотт Пай;None;Holden Commodore ZB;25;1'14.4760;0.5511;0.0021;138.245
11;18;Марк Винтерботтом;None;Holden Commodore ZB;20;1'14.5202;0.5953;0.0442;138.163
12;12;Фабиан Култхард;None;Ford Mustang GT;16;1'14.5618;0.6369;0.0416;138.086
13;55;Джек ЛеБрок;None;Ford Mustang GT;16;1'14.5631;0.6382;0.0013;138.084
14;9;Дэвид Рейнольдс;None;Holden Commodore ZB;17;1'14.5859;0.6610;0.0228;138.042
15;5;Ли Холдсуорт;None;Ford Mustang GT;3;1'14.6535;0.7286;0.0676;137.917
16;19;Алекс Дэвисон;None;Holden Commodore ZB;2;1'14.8085;0.8836;0.1550;137.631
17;2;Брайс Фуллвуд;None;Holden Commodore ZB;3;1'14.8266;0.9017;0.0181;137.598
18;34;Джейк Костеки;None;Holden Commodore ZB;4;1'14.9310;1.0061;0.1044;137.406
19;35;Гарри Джекобсон;None;Holden Commodore ZB;2;1'14.9357;1.0108;0.0047;137.397
20;44;Джеймс Кортни;None;Ford Mustang GT;27;1'14.9673;1.0424;0.0316;137.339
21;3;Маколи Джонс;None;Holden Commodore ZB;2;1'15.0083;1.0834;0.0410;137.264
22;22;Крис Питер;None;Holden Commodore ZB;5;1'15.1673;1.2424;0.1590;136.974
23;4;Джек Смит;None;Holden Commodore ZB;4;1'15.1743;1.2494;0.0070;136.961
24;7;Андре Хаймгартнер;None;Ford Mustang GT;5;1'15.2750;1.3501;0.1007;136.778
