Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;17;Скотт Маклафлин;None;Ford Mustang GT;5;1'12.0143;None;None;142.971
2;97;Шейн ван Гисберген;None;Holden Commodore ZB;5;1'12.2304;0.2161;0.2161;142.543
3;6;Кэмерон Уотерс;None;Ford Mustang GT;5;1'12.2681;0.2538;0.0377;142.469
4;99;Антон де Паскуале;None;Holden Commodore ZB;7;1'12.2981;0.2838;0.0300;142.410
5;25;Час Мостер;None;Holden Commodore ZB;6;1'12.3069;0.2926;0.0088;142.393
6;14;Тодд Хазелвуд;None;Holden Commodore ZB;5;1'12.3413;0.3270;0.0344;142.325
7;88;Джейми Уинкап;None;Holden Commodore ZB;5;1'12.4160;0.4017;0.0747;142.178
8;8;Ник Перкат;None;Holden Commodore ZB;5;1'12.4732;0.4589;0.0572;142.066
9;55;Джек ЛеБрок;None;Ford Mustang GT;11;1'12.5526;0.5383;0.0794;141.910
10;9;Дэвид Рейнольдс;None;Holden Commodore ZB;7;1'12.5678;0.5535;0.0152;141.881
11;2;Брайс Фуллвуд;None;Holden Commodore ZB;4;1'12.5838;0.5695;0.0160;141.849
12;12;Фабиан Култхард;None;Ford Mustang GT;4;1'12.6514;0.6371;0.0676;141.717
13;5;Ли Холдсуорт;None;Ford Mustang GT;9;1'12.6699;0.6556;0.0185;141.681
14;44;Джеймс Кортни;None;Ford Mustang GT;9;1'12.7021;0.6878;0.0322;141.619
15;7;Андре Хаймгартнер;None;Ford Mustang GT;10;1'12.7321;0.7178;0.0300;141.560
16;18;Марк Винтерботтом;None;Holden Commodore ZB;6;1'12.7616;0.7473;0.0295;141.503
17;20;Скотт Пай;None;Holden Commodore ZB;6;1'12.7673;0.7530;0.0057;141.492
18;19;Алекс Дэвисон;None;Holden Commodore ZB;6;1'12.7917;0.7774;0.0244;141.444
19;3;Маколи Джонс;None;Holden Commodore ZB;7;1'12.8888;0.8745;0.0971;141.256
20;35;Гарри Джекобсон;None;Holden Commodore ZB;10;1'12.9556;0.9413;0.0668;141.126
21;15;Рик Келли;None;Ford Mustang GT;5;1'13.0156;1.0013;0.0600;141.010
22;4;Джек Смит;None;Holden Commodore ZB;5;1'13.0781;1.0638;0.0625;140.890
23;34;Джейк Костеки;None;Holden Commodore ZB;4;1'13.1681;1.1538;0.0900;140.717
24;22;Крис Питер;None;Holden Commodore ZB;5;1'13.4513;1.4370;0.2832;140.174
