Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;44;Джеймс Кортни;None;Ford Mustang GT;15;1'12.6292;None;None;141.761
2;97;Шейн ван Гисберген;None;Holden Commodore ZB;14;1'12.6860;0.0568;0.0568;141.650
3;2;Брайс Фуллвуд;None;Holden Commodore ZB;13;1'12.6996;0.0704;0.0136;141.623
4;20;Скотт Пай;None;Holden Commodore ZB;16;1'12.7248;0.0956;0.0252;141.574
5;25;Час Мостер;None;Holden Commodore ZB;13;1'12.7840;0.1548;0.0592;141.459
6;7;Андре Хаймгартнер;None;Ford Mustang GT;15;1'12.8938;0.2646;0.1098;141.246
7;99;Антон де Паскуале;None;Holden Commodore ZB;12;1'12.9153;0.2861;0.0215;141.204
8;14;Тодд Хазелвуд;None;Holden Commodore ZB;12;1'12.9401;0.3109;0.0248;141.156
9;17;Скотт Маклафлин;None;Ford Mustang GT;12;1'12.9798;0.3506;0.0397;141.080
10;8;Ник Перкат;None;Holden Commodore ZB;13;1'12.9822;0.3530;0.0024;141.075
11;9;Дэвид Рейнольдс;None;Holden Commodore ZB;9;1'13.0264;0.3972;0.0442;140.990
12;6;Кэмерон Уотерс;None;Ford Mustang GT;18;1'13.0979;0.4687;0.0715;140.852
13;55;Джек ЛеБрок;None;Ford Mustang GT;16;1'13.1281;0.4989;0.0302;140.794
14;3;Маколи Джонс;None;Holden Commodore ZB;17;1'13.1641;0.5349;0.0360;140.724
15;22;Крис Питер;None;Holden Commodore ZB;14;1'13.3345;0.7053;0.1704;140.397
16;35;Гарри Джекобсон;None;Holden Commodore ZB;12;1'13.3409;0.7117;0.0064;140.385
17;5;Ли Холдсуорт;None;Ford Mustang GT;16;1'13.3666;0.7374;0.0257;140.336
18;88;Джейми Уинкап;None;Holden Commodore ZB;14;1'13.4062;0.7770;0.0396;140.260
19;34;Джейк Костеки;None;Holden Commodore ZB;15;1'13.4074;0.7782;0.0012;140.258
20;12;Фабиан Култхард;None;Ford Mustang GT;11;1'13.4204;0.7912;0.0130;140.233
21;19;Алекс Дэвисон;None;Holden Commodore ZB;15;1'13.4342;0.8050;0.0138;140.207
22;18;Марк Винтерботтом;None;Holden Commodore ZB;11;1'13.5802;0.9510;0.1460;139.928
23;4;Джек Смит;None;Holden Commodore ZB;14;1'13.6414;1.0122;0.0612;139.812
24;15;Рик Келли;None;Ford Mustang GT;11;1'13.7516;1.1224;0.1102;139.603
