Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;8;Ник Перкат;None;Holden Commodore ZB;5;1'12.2623;None;None;142.480
2;17;Скотт Маклафлин;None;Ford Mustang GT;5;1'12.3422;0.0799;0.0799;142.323
3;6;Кэмерон Уотерс;None;Ford Mustang GT;5;1'12.4291;0.1668;0.0869;142.152
4;97;Шейн ван Гисберген;None;Holden Commodore ZB;4;1'12.4727;0.2104;0.0436;142.067
5;88;Джейми Уинкап;None;Holden Commodore ZB;5;1'12.5539;0.2916;0.0812;141.908
6;55;Джек ЛеБрок;None;Ford Mustang GT;5;1'12.6033;0.3410;0.0494;141.811
7;14;Тодд Хазелвуд;None;Holden Commodore ZB;5;1'12.6550;0.3927;0.0517;141.710
8;2;Брайс Фуллвуд;None;Holden Commodore ZB;5;1'12.6697;0.4074;0.0147;141.682
9;9;Дэвид Рейнольдс;None;Holden Commodore ZB;5;1'12.7373;0.4750;0.0676;141.550
10;5;Ли Холдсуорт;None;Ford Mustang GT;5;1'12.7433;0.4810;0.0060;141.538
11;20;Скотт Пай;None;Holden Commodore ZB;5;1'12.7459;0.4836;0.0026;141.533
12;3;Маколи Джонс;None;Holden Commodore ZB;5;1'12.7611;0.4988;0.0152;141.504
13;25;Час Мостер;None;Holden Commodore ZB;6;1'12.7758;0.5135;0.0147;141.475
14;35;Гарри Джекобсон;None;Holden Commodore ZB;5;1'12.8197;0.5574;0.0439;141.390
15;44;Джеймс Кортни;None;Ford Mustang GT;5;1'12.8379;0.5756;0.0182;141.354
16;12;Фабиан Култхард;None;Ford Mustang GT;6;1'12.8764;0.6141;0.0385;141.280
17;19;Алекс Дэвисон;None;Holden Commodore ZB;5;1'12.9687;0.7064;0.0923;141.101
18;15;Рик Келли;None;Ford Mustang GT;5;1'13.0157;0.7534;0.0470;141.010
19;18;Марк Винтерботтом;None;Holden Commodore ZB;5;1'13.0353;0.7730;0.0196;140.972
20;22;Крис Питер;None;Holden Commodore ZB;5;1'13.1947;0.9324;0.1594;140.665
21;4;Джек Смит;None;Holden Commodore ZB;5;1'13.2107;0.9484;0.0160;140.635
22;34;Джейк Костеки;None;Holden Commodore ZB;5;1'13.2836;1.0213;0.0729;140.495
23;99;Антон де Паскуале;None;Holden Commodore ZB;2;None;None;None;None
24;7;Андре Хаймгартнер;None;Ford Mustang GT;1;None;None;None;None
