Позиция;None;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;Сход;Очки
1;None;97;Шейн ван Гисберген;None;Holden Commodore ZB;39;53'51.3919;None;None;None;100
2;None;88;Джейми Уинкап;None;Holden Commodore ZB;39;53'52.3856;0.9937;0.9937;None;92
3;None;17;Скотт Маклафлин;None;Ford Mustang GT;39;53'54.4236;3.0317;2.0380;None;86
4;None;25;Час Мостер;None;Holden Commodore ZB;39;53'54.8463;3.4544;0.4227;None;80
5;None;20;Скотт Пай;None;Holden Commodore ZB;39;53'58.2283;6.8364;3.3820;None;74
6;None;14;Тодд Хазелвуд;None;Holden Commodore ZB;39;53'59.0518;7.6599;0.8235;None;68
7;None;8;Ник Перкат;None;Holden Commodore ZB;39;53'59.4917;8.0998;0.4399;None;64
8;None;12;Фабиан Култхард;None;Ford Mustang GT;39;54'00.8431;9.4512;1.3514;None;60
9;None;44;Джеймс Кортни;None;Ford Mustang GT;39;54'01.4072;10.0153;0.5641;None;56
10;None;5;Ли Холдсуорт;None;Ford Mustang GT;39;54'03.4646;12.0727;2.0574;None;52
11;None;9;Дэвид Рейнольдс;None;Holden Commodore ZB;39;54'03.4695;12.0776;0.0049;None;48
12;None;6;Кэмерон Уотерс;None;Ford Mustang GT;39;54'04.4769;13.0850;1.0074;None;46
13;None;18;Марк Винтерботтом;None;Holden Commodore ZB;39;54'05.5293;14.1374;1.0524;None;44
14;None;55;Джек ЛеБрок;None;Ford Mustang GT;39;54'06.1033;14.7114;0.5740;None;42
15;None;19;Алекс Дэвисон;None;Holden Commodore ZB;39;54'06.4659;15.0740;0.3626;None;40
16;None;15;Рик Келли;None;Ford Mustang GT;39;54'07.0077;15.6158;0.5418;None;38
17;None;7;Андре Хаймгартнер;None;Ford Mustang GT;39;54'07.4758;16.0839;0.4681;None;36
18;None;2;Брайс Фуллвуд;None;Holden Commodore ZB;39;54'08.5423;17.1504;1.0665;None;34
19;None;3;Маколи Джонс;None;Holden Commodore ZB;39;54'09.7379;18.3460;1.1956;None;32
20;None;35;Гарри Джекобсон;None;Holden Commodore ZB;39;54'10.7532;19.3613;1.0153;None;30
21;None;4;Джек Смит;None;Holden Commodore ZB;39;54'11.1581;19.7662;0.4049;None;28
22;None;34;Джейк Костеки;None;Holden Commodore ZB;39;54'11.7582;20.3663;0.6001;None;26
None;None;99;Антон де Паскуале;None;Holden Commodore ZB;23;29'35.7079;16 Laps;16 Laps;None;None
None;None;22;Крис Питер;None;Holden Commodore ZB;0;None;None;None;None;None
