Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;17;Скотт Маклафлин;None;Ford Falcon FG X;13;1'28.8369;None;None;158.245
2;15;Рик Келли;None;Nissan Altima;11;1'28.8516;0.0147;0.0147;158.218
3;12;Фабиан Култхард;None;Ford Falcon FG X;10;1'28.9272;0.0903;0.0756;158.084
4;14;Тим Слейд;None;Holden Commodore ZB;11;1'29.1456;0.3087;0.2184;157.697
5;25;Джеймс Кортни;None;Holden Commodore ZB;9;1'29.1789;0.3420;0.0333;157.638
6;19;Джек ЛеБрок;None;Holden Commodore ZB;11;1'29.2510;0.4141;0.0721;157.510
7;34;Джеймс Голдинг;None;Holden Commodore ZB;13;1'29.3080;0.4711;0.0570;157.410
8;99;Антон де Паскуале;None;Holden Commodore ZB;12;1'29.3722;0.5353;0.0642;157.297
9;55;Час Мостер;None;Ford Falcon FG X;11;1'29.3742;0.5373;0.0020;157.293
10;23;Майкл Карузо;None;Nissan Altima;12;1'29.4160;0.5791;0.0418;157.220
11;888;Крэг Лаундес;None;Holden Commodore ZB;11;1'29.4344;0.5975;0.0184;157.187
12;9;Дэвид Рейнольдс;None;Holden Commodore ZB;14;1'29.4355;0.5986;0.0011;157.185
13;8;Ник Перкат;None;Holden Commodore ZB;9;1'29.6118;0.7749;0.1763;156.876
14;6;Кэмерон Уотерс;None;Ford Falcon FG X;11;1'29.6464;0.8095;0.0346;156.816
15;33;Гарт Тандер;None;Holden Commodore ZB;12;1'29.6616;0.8247;0.0152;156.789
16;1;Джейми Уинкап;None;Holden Commodore ZB;10;1'29.7788;0.9419;0.1172;156.584
17;2;Скотт Пай;None;Holden Commodore ZB;10;1'29.8268;0.9899;0.0480;156.501
18;5;Марк Винтерботтом;None;Ford Falcon FG X;10;1'29.8326;0.9957;0.0058;156.491
19;7;Андре Хаймгартнер;None;Nissan Altima;12;1'29.8399;1.0030;0.0073;156.478
20;18;Ли Холдсуорт;None;Holden Commodore ZB;10;1'29.8523;1.0154;0.0124;156.456
21;97;Шейн ван Гисберген;None;Holden Commodore ZB;10;1'30.1280;1.2911;0.2757;155.978
22;78;Симона де Сильвестро;None;Nissan Altima;12;1'30.3014;1.4645;0.1734;155.678
23;56;Ричи Стэнэвей;None;Ford Falcon FG X;11;1'30.3248;1.4879;0.0234;155.638
24;35;Тодд Хазелвуд;None;Ford Falcon FG X;10;1'30.4204;1.5835;0.0956;155.473
25;21;Тим Бланкард;None;Holden Commodore ZB;10;1'30.4507;1.6138;0.0303;155.421
26;230;Уилл Дэвисон;None;Ford Falcon FG X;4;1'30.5836;1.7467;0.1329;155.193
