Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;55;Час Мостер;None;Ford Falcon FG X;14;1'28.8546;None;None;158.213
2;2;Скотт Пай;None;Holden Commodore ZB;12;1'29.0592;0.2046;0.2046;157.849
3;5;Марк Винтерботтом;None;Ford Falcon FG X;14;1'29.3060;0.4514;0.2468;157.413
4;15;Рик Келли;None;Nissan Altima;15;1'29.3130;0.4584;0.0070;157.401
5;17;Скотт Маклафлин;None;Ford Falcon FG X;17;1'29.3539;0.4993;0.0409;157.329
6;8;Ник Перкат;None;Holden Commodore ZB;14;1'29.4149;0.5603;0.0610;157.222
7;1;Джейми Уинкап;None;Holden Commodore ZB;19;1'29.4531;0.5985;0.0382;157.154
8;25;Джеймс Кортни;None;Holden Commodore ZB;13;1'29.4559;0.6013;0.0028;157.150
9;97;Шейн ван Гисберген;None;Holden Commodore ZB;21;1'29.4786;0.6240;0.0227;157.110
10;9;Дэвид Рейнольдс;None;Holden Commodore ZB;14;1'29.4886;0.6340;0.0100;157.092
11;99;Антон де Паскуале;None;Holden Commodore ZB;14;1'29.5086;0.6540;0.0200;157.057
12;888;Крэг Лаундес;None;Holden Commodore ZB;20;1'29.5488;0.6942;0.0402;156.987
13;6;Кэмерон Уотерс;None;Ford Falcon FG X;14;1'29.5711;0.7165;0.0223;156.947
14;14;Тим Слейд;None;Holden Commodore ZB;17;1'29.6514;0.7968;0.0803;156.807
15;34;Джеймс Голдинг;None;Holden Commodore ZB;17;1'29.6656;0.8110;0.0142;156.782
16;23;Майкл Карузо;None;Nissan Altima;16;1'29.6769;0.8223;0.0113;156.762
17;33;Гарт Тандер;None;Holden Commodore ZB;16;1'29.7581;0.9035;0.0812;156.620
18;7;Андре Хаймгартнер;None;Nissan Altima;11;1'29.8700;1.0154;0.1119;156.425
19;12;Фабиан Култхард;None;Ford Falcon FG X;16;1'29.9199;1.0653;0.0499;156.339
20;78;Симона де Сильвестро;None;Nissan Altima;17;1'30.0780;1.2234;0.1581;156.064
21;19;Джек ЛеБрок;None;Holden Commodore ZB;20;1'30.1884;1.3338;0.1104;155.873
22;230;Уилл Дэвисон;None;Ford Falcon FG X;13;1'30.5699;1.7153;0.3815;155.217
23;56;Ричи Стэнэвей;None;Ford Falcon FG X;12;1'30.7180;1.8634;0.1481;154.963
24;18;Ли Холдсуорт;None;Holden Commodore ZB;7;1'30.8379;1.9833;0.1199;154.759
25;35;Тодд Хазелвуд;None;Ford Falcon FG X;17;1'31.1273;2.2727;0.2894;154.267
26;21;Тим Бланкард;None;Holden Commodore ZB;20;1'31.6125;2.7579;0.4852;153.450
