Позиция;None;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;Сход;Очки
1;None;97;Шейн ван Гисберген;None;Holden Commodore ZB;77;2:04'32.2394;None;None;None;300
2;None;1;Джейми Уинкап;None;Holden Commodore ZB;77;2:04'32.4449;0.2055;0.2055;None;276
3;None;17;Скотт Маклафлин;None;Ford Falcon FG X;77;2:04'36.5111;4.2717;4.0662;None;258
4;None;888;Крэг Лаундес;None;Holden Commodore ZB;77;2:04'37.9984;5.7590;1.4873;None;240
5;None;55;Час Мостер;None;Ford Falcon FG X;77;2:04'40.5860;8.3466;2.5876;None;222
6;None;15;Рик Келли;None;Nissan Altima;77;2:04'41.3025;9.0631;0.7165;None;204
7;None;9;Дэвид Рейнольдс;None;Holden Commodore ZB;77;2:04'42.0726;9.8332;0.7701;None;192
8;None;8;Ник Перкат;None;Holden Commodore ZB;77;2:04'42.6823;10.4429;0.6097;None;180
9;None;19;Джек ЛеБрок;None;Holden Commodore ZB;77;2:04'43.1103;10.8709;0.4280;None;168
10;None;14;Тим Слейд;None;Holden Commodore ZB;77;2:04'50.6545;18.4151;7.5442;None;156
11;None;12;Фабиан Култхард;None;Ford Falcon FG X;77;2:04'51.1394;18.9000;0.4849;None;144
12;None;18;Ли Холдсуорт;None;Holden Commodore ZB;77;2:04'51.6891;19.4497;0.5497;None;138
13;None;34;Джеймс Голдинг;None;Holden Commodore ZB;77;2:04'52.3725;20.1331;0.6834;None;132
14;None;78;Симона де Сильвестро;None;Nissan Altima;77;2:04'52.9745;20.7351;0.6020;None;126
15;None;5;Марк Винтерботтом;None;Ford Falcon FG X;77;2:04'53.9615;21.7221;0.9870;None;120
16;None;21;Тим Бланкард;None;Holden Commodore ZB;77;2:04'58.6123;26.3729;4.6508;None;114
17;None;230;Уилл Дэвисон;None;Ford Falcon FG X;77;2:05'17.3458;45.1064;18.7335;None;108
18;None;99;Антон де Паскуале;None;Holden Commodore ZB;77;2:05'28.0591;55.8197;10.7133;None;67
19;None;6;Кэмерон Уотерс;None;Ford Falcon FG X;76;2:04'47.6647;1 Lap;1 Lap;None;96
20;None;33;Гарт Тандер;None;Holden Commodore ZB;76;2:04'58.5707;1 Lap;10.9060;None;90
21;None;56;Ричи Стэнэвей;None;Ford Falcon FG X;76;2:05'14.3495;1 Lap;15.7788;None;84
22;None;23;Майкл Карузо;None;Nissan Altima;74;2:05'30.6620;3 Laps;2 Laps;None;78
23;None;35;Тодд Хазелвуд;None;Ford Falcon FG X;74;2:05'55.2542;3 Laps;24.5922;None;72
24;None;7;Андре Хаймгартнер;None;Nissan Altima;68;2:04'50.0588;9 Laps;6 Laps;None;66
25;None;2;Скотт Пай;None;Holden Commodore ZB;63;2:05'10.7758;14 Laps;5 Laps;None;60
None;None;25;Джеймс Кортни;None;Holden Commodore ZB;52;1:22'40.5267;25 Laps;11 Laps;Сход;None
