Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;17;Скотт Маклафлин;None;Ford Falcon FG X;8;1'27.9494;None;None;159.841
2;12;Фабиан Култхард;None;Ford Falcon FG X;7;1'28.0573;0.1079;0.1079;159.646
3;97;Шейн ван Гисберген;None;Holden Commodore ZB;9;1'28.1257;0.1763;0.0684;159.522
4;15;Рик Келли;None;Nissan Altima;7;1'28.1521;0.2027;0.0264;159.474
5;1;Джейми Уинкап;None;Holden Commodore ZB;6;1'28.1930;0.2436;0.0409;159.400
6;2;Скотт Пай;None;Holden Commodore ZB;8;1'28.2179;0.2685;0.0249;159.355
7;55;Час Мостер;None;Ford Falcon FG X;8;1'28.3929;0.4435;0.1750;159.039
8;9;Дэвид Рейнольдс;None;Holden Commodore ZB;8;1'28.4712;0.5218;0.0783;158.899
9;888;Крэг Лаундес;None;Holden Commodore ZB;7;1'28.5306;0.5812;0.0594;158.792
10;23;Майкл Карузо;None;Nissan Altima;6;1'28.5881;0.6387;0.0575;158.689
