Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;17;Скотт Маклафлин;None;Ford Falcon FG X;4;1'28.0028;None;None;159.744
2;12;Фабиан Култхард;None;Ford Falcon FG X;3;1'28.2515;0.2487;0.2487;159.294
3;1;Джейми Уинкап;None;Holden Commodore ZB;4;1'28.2626;0.2598;0.0111;159.274
4;97;Шейн ван Гисберген;None;Holden Commodore ZB;5;1'28.2729;0.2701;0.0103;159.256
5;9;Дэвид Рейнольдс;None;Holden Commodore ZB;4;1'28.3348;0.3320;0.0619;159.144
6;2;Скотт Пай;None;Holden Commodore ZB;4;1'28.4434;0.4406;0.1086;158.949
7;15;Рик Келли;None;Nissan Altima;3;1'28.5086;0.5058;0.0652;158.832
8;55;Час Мостер;None;Ford Falcon FG X;4;1'28.5374;0.5346;0.0288;158.780
9;23;Майкл Карузо;None;Nissan Altima;4;1'28.6058;0.6030;0.0684;158.657
10;888;Крэг Лаундес;None;Holden Commodore ZB;6;1'28.6166;0.6138;0.0108;158.638
11;25;Джеймс Кортни;None;Holden Commodore ZB;4;1'28.6982;0.6954;0.0816;158.492
12;14;Тим Слейд;None;Holden Commodore ZB;4;1'28.7224;0.7196;0.0242;158.449
13;34;Джеймс Голдинг;None;Holden Commodore ZB;5;1'28.7976;0.7948;0.0752;158.315
14;5;Марк Винтерботтом;None;Ford Falcon FG X;4;1'28.9033;0.9005;0.1057;158.126
15;19;Джек ЛеБрок;None;Holden Commodore ZB;4;1'28.9146;0.9118;0.0113;158.106
16;6;Кэмерон Уотерс;None;Ford Falcon FG X;5;1'29.2290;1.2262;0.3144;157.549
