Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;97;Шейн ван Гисберген;None;Holden Commodore ZB;3;1'28.1071;None;None;159.555
2;1;Джейми Уинкап;None;Holden Commodore ZB;2;1'28.1213;0.0142;0.0142;159.530
3;888;Крэг Лаундес;None;Holden Commodore ZB;2;1'28.2857;0.1786;0.1644;159.233
4;9;Дэвид Рейнольдс;None;Holden Commodore ZB;2;1'28.3398;0.2327;0.0541;159.135
5;23;Майкл Карузо;None;Nissan Altima;3;1'28.4231;0.3160;0.0833;158.985
6;6;Кэмерон Уотерс;None;Ford Falcon FG X;4;1'28.5206;0.4135;0.0975;158.810
7;7;Андре Хаймгартнер;None;Nissan Altima;4;1'28.6040;0.4969;0.0834;158.661
8;99;Антон де Паскуале;None;Holden Commodore ZB;4;1'28.6067;0.4996;0.0027;158.656
9;230;Уилл Дэвисон;None;Ford Falcon FG X;4;1'28.6236;0.5165;0.0169;158.625
10;18;Ли Холдсуорт;None;Holden Commodore ZB;4;1'28.7293;0.6222;0.1057;158.436
11;8;Ник Перкат;None;Holden Commodore ZB;4;1'28.7665;0.6594;0.0372;158.370
12;33;Гарт Тандер;None;Holden Commodore ZB;4;1'28.8373;0.7302;0.0708;158.244
13;78;Симона де Сильвестро;None;Nissan Altima;4;1'28.8661;0.7590;0.0288;158.193
14;56;Ричи Стэнэвей;None;Ford Falcon FG X;4;1'29.0648;0.9577;0.1987;157.840
15;21;Тим Бланкард;None;Holden Commodore ZB;3;1'29.1599;1.0528;0.0951;157.671
16;35;Тодд Хазелвуд;None;Ford Falcon FG X;4;1'29.3171;1.2100;0.1572;157.394
