Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;25;Час Мостер;None;Holden Commodore ZB;8;1'07.6364;None;None;152.757
2;17;Скотт Маклафлин;None;Ford Mustang GT;6;1'07.6867;0.0503;0.0503;152.644
3;6;Кэмерон Уотерс;None;Ford Mustang GT;8;1'07.7272;0.0908;0.0405;152.553
4;7;Андре Хаймгартнер;None;Ford Mustang GT;7;1'07.7403;0.1039;0.0131;152.523
5;12;Фабиан Култхард;None;Ford Mustang GT;5;1'07.7963;0.1599;0.0560;152.397
6;2;Брайс Фуллвуд;None;Holden Commodore ZB;9;1'07.8174;0.1810;0.0211;152.350
7;15;Рик Келли;None;Ford Mustang GT;8;1'07.8271;0.1907;0.0097;152.328
8;5;Ли Холдсуорт;None;Ford Mustang GT;13;1'07.8433;0.2069;0.0162;152.292
9;55;Джек ЛеБрок;None;Ford Mustang GT;8;1'07.8534;0.2170;0.0101;152.269
10;97;Шейн ван Гисберген;None;Holden Commodore ZB;6;1'07.8661;0.2297;0.0127;152.240
11;44;Джеймс Кортни;None;Ford Mustang GT;8;1'07.9273;0.2909;0.0612;152.103
12;9;Дэвид Рейнольдс;None;Holden Commodore ZB;7;1'07.9437;0.3073;0.0164;152.067
13;88;Джейми Уинкап;None;Holden Commodore ZB;10;1'07.9969;0.3605;0.0532;151.948
14;20;Скотт Пай;None;Holden Commodore ZB;20;1'08.0169;0.3805;0.0200;151.903
15;99;Антон де Паскуале;None;Holden Commodore ZB;7;1'08.0777;0.4413;0.0608;151.767
16;8;Ник Перкат;None;Holden Commodore ZB;7;1'08.0915;0.4551;0.0138;151.737
17;18;Марк Винтерботтом;None;Holden Commodore ZB;10;1'08.1586;0.5222;0.0671;151.587
18;19;Алекс Дэвисон;None;Holden Commodore ZB;10;1'08.1971;0.5607;0.0385;151.502
19;3;Маколи Джонс;None;Holden Commodore ZB;3;1'08.7629;1.1265;0.5658;150.255
20;22;Крис Питер;None;Holden Commodore ZB;12;1'09.1864;1.5500;0.4235;149.335
21;35;Гарри Джекобсон;None;Holden Commodore ZB;8;1'09.1911;1.5547;0.0047;149.325
22;34;Джейк Костеки;None;Holden Commodore ZB;12;1'09.2776;1.6412;0.0865;149.139
23;14;Тодд Хазелвуд;None;Holden Commodore ZB;15;1'09.4629;1.8265;0.1853;148.741
24;4;Джек Смит;None;Holden Commodore ZB;10;1'09.6850;2.0486;0.2221;148.267
