Позиция;None;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;Сход;Очки
1;None;17;Скотт Маклафлин;None;Ford Mustang GT;38;43'59.0374;None;None;None;100
2;None;88;Джейми Уинкап;None;Holden Commodore ZB;38;44'00.4459;1.4085;1.4085;None;92
3;None;12;Фабиан Култхард;None;Ford Mustang GT;38;44'06.2463;7.2089;5.8004;None;86
4;None;97;Шейн ван Гисберген;None;Holden Commodore ZB;38;44'11.4778;12.4404;5.2315;None;80
5;None;9;Дэвид Рейнольдс;None;Holden Commodore ZB;38;44'12.3305;13.2931;0.8527;None;74
6;None;8;Ник Перкат;None;Holden Commodore ZB;38;44'16.2168;17.1794;3.8863;None;68
7;None;99;Антон де Паскуале;None;Holden Commodore ZB;38;44'16.5731;17.5357;0.3563;None;64
8;None;25;Час Мостер;None;Holden Commodore ZB;38;44'17.0488;18.0114;0.4757;None;60
9;None;6;Кэмерон Уотерс;None;Ford Mustang GT;38;44'17.6568;18.6194;0.6080;None;56
10;None;7;Андре Хаймгартнер;None;Ford Mustang GT;38;44'18.0652;19.0278;0.4084;None;52
11;None;18;Марк Винтерботтом;None;Holden Commodore ZB;38;44'18.9389;19.9015;0.8737;None;48
12;None;44;Джеймс Кортни;None;Ford Mustang GT;38;44'21.6482;22.6108;2.7093;None;46
13;None;15;Рик Келли;None;Ford Mustang GT;38;44'22.1891;23.1517;0.5409;None;44
14;None;5;Ли Холдсуорт;None;Ford Mustang GT;38;44'22.6386;23.6012;0.4495;None;42
15;None;55;Джек ЛеБрок;None;Ford Mustang GT;38;44'23.1774;24.1400;0.5388;None;40
16;None;20;Скотт Пай;None;Holden Commodore ZB;38;44'23.7411;24.7037;0.5637;None;38
17;None;19;Алекс Дэвисон;None;Holden Commodore ZB;38;44'28.7822;29.7448;5.0411;None;36
18;None;2;Брайс Фуллвуд;None;Holden Commodore ZB;38;44'33.9194;34.8820;5.1372;None;34
19;None;35;Гарри Джекобсон;None;Holden Commodore ZB;37;44'00.4434;1 Lap;1 Lap;None;32
20;None;14;Тодд Хазелвуд;None;Holden Commodore ZB;37;44'03.3841;1 Lap;2.9407;None;30
21;None;22;Крис Питер;None;Holden Commodore ZB;37;44'04.6619;1 Lap;1.2778;None;28
22;None;34;Джейк Костеки;None;Holden Commodore ZB;37;44'15.9693;1 Lap;11.3074;None;26
23;None;3;Маколи Джонс;None;Holden Commodore ZB;37;44'20.8346;1 Lap;4.8653;None;24
24;None;4;Джек Смит;None;Holden Commodore ZB;37;44'52.5091;1 Lap;31.6745;None;22
