Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;17;Скотт Маклафлин;None;Ford Mustang GT;19;1'06.4792;None;None;155.417
2;25;Час Мостер;None;Holden Commodore ZB;17;1'06.5149;0.0357;0.0357;155.333
3;6;Кэмерон Уотерс;None;Ford Mustang GT;15;1'06.7076;0.2284;0.1927;154.884
4;20;Скотт Пай;None;Holden Commodore ZB;12;1'06.7095;0.2303;0.0019;154.880
5;12;Фабиан Култхард;None;Ford Mustang GT;17;1'06.7504;0.2712;0.0409;154.785
6;7;Андре Хаймгартнер;None;Ford Mustang GT;8;1'06.7611;0.2819;0.0107;154.760
7;5;Ли Холдсуорт;None;Ford Mustang GT;13;1'06.7848;0.3056;0.0237;154.705
8;55;Джек ЛеБрок;None;Ford Mustang GT;16;1'06.9113;0.4321;0.1265;154.413
9;14;Тодд Хазелвуд;None;Holden Commodore ZB;12;1'06.9515;0.4723;0.0402;154.320
10;15;Рик Келли;None;Ford Mustang GT;11;1'06.9776;0.4984;0.0261;154.260
11;99;Антон де Паскуале;None;Holden Commodore ZB;13;1'06.9777;0.4985;0.0001;154.260
12;9;Дэвид Рейнольдс;None;Holden Commodore ZB;14;1'07.0152;0.5360;0.0375;154.173
13;8;Ник Перкат;None;Holden Commodore ZB;9;1'07.0366;0.5574;0.0214;154.124
14;18;Марк Винтерботтом;None;Holden Commodore ZB;14;1'07.0759;0.5967;0.0393;154.034
15;97;Шейн ван Гисберген;None;Holden Commodore ZB;13;1'07.1584;0.6792;0.0825;153.845
16;22;Крис Питер;None;Holden Commodore ZB;14;1'07.2701;0.7909;0.1117;153.589
17;44;Джеймс Кортни;None;Ford Mustang GT;14;1'07.2770;0.7978;0.0069;153.574
18;4;Джек Смит;None;Holden Commodore ZB;14;1'07.3675;0.8883;0.0905;153.367
19;2;Брайс Фуллвуд;None;Holden Commodore ZB;12;1'07.4368;0.9576;0.0693;153.210
20;88;Джейми Уинкап;None;Holden Commodore ZB;4;1'07.4872;1.0080;0.0504;153.095
21;19;Алекс Дэвисон;None;Holden Commodore ZB;15;1'07.5744;1.0952;0.0872;152.898
22;35;Гарри Джекобсон;None;Holden Commodore ZB;12;1'07.6814;1.2022;0.1070;152.656
23;3;Маколи Джонс;None;Holden Commodore ZB;10;1'07.6865;1.2073;0.0051;152.644
24;34;Джейк Костеки;None;Holden Commodore ZB;18;1'08.3536;1.8744;0.6671;151.155
