Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;97;Шейн ван Гисберген;None;Holden Commodore ZB;10;1'07.1605;None;None;153.840
2;17;Скотт Маклафлин;None;Ford Mustang GT;5;1'07.2326;0.0721;0.0721;153.675
3;12;Фабиан Култхард;None;Ford Mustang GT;6;1'07.3487;0.1882;0.1161;153.410
4;7;Андре Хаймгартнер;None;Ford Mustang GT;11;1'07.3487;0.1882;0.0000;153.410
5;8;Ник Перкат;None;Holden Commodore ZB;7;1'07.3644;0.2039;0.0157;153.374
6;14;Тодд Хазелвуд;None;Holden Commodore ZB;7;1'07.4616;0.3011;0.0972;153.153
7;6;Кэмерон Уотерс;None;Ford Mustang GT;4;1'07.4645;0.3040;0.0029;153.147
8;88;Джейми Уинкап;None;Holden Commodore ZB;7;1'07.4785;0.3180;0.0140;153.115
9;18;Марк Винтерботтом;None;Holden Commodore ZB;4;1'07.5172;0.3567;0.0387;153.027
10;9;Дэвид Рейнольдс;None;Holden Commodore ZB;7;1'07.5235;0.3630;0.0063;153.013
11;20;Скотт Пай;None;Holden Commodore ZB;4;1'07.5328;0.3723;0.0093;152.992
12;99;Антон де Паскуале;None;Holden Commodore ZB;5;1'07.5508;0.3903;0.0180;152.951
13;15;Рик Келли;None;Ford Mustang GT;9;1'07.5681;0.4076;0.0173;152.912
14;44;Джеймс Кортни;None;Ford Mustang GT;6;1'07.5736;0.4131;0.0055;152.899
15;55;Джек ЛеБрок;None;Ford Mustang GT;8;1'07.5865;0.4260;0.0129;152.870
16;5;Ли Холдсуорт;None;Ford Mustang GT;5;1'07.6620;0.5015;0.0755;152.700
17;19;Алекс Дэвисон;None;Holden Commodore ZB;8;1'07.8611;0.7006;0.1991;152.252
18;34;Джейк Костеки;None;Holden Commodore ZB;10;1'07.8703;0.7098;0.0092;152.231
19;22;Крис Питер;None;Holden Commodore ZB;10;1'07.9337;0.7732;0.0634;152.089
