Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;88;Джейми Уинкап;None;Holden Commodore ZB;1;1'19.4793;None;None;145.849
2;9;Дэвид Рейнольдс;None;Holden Commodore ZB;1;1'19.4841;0.0048;0.0048;145.840
3;23;Уилл Дэвисон;None;Ford Mustang GT;1;1'19.4931;0.0138;0.0090;145.823
4;25;Час Мостер;None;Holden Commodore ZB;1;1'19.5502;0.0709;0.0571;145.719
5;6;Кэмерон Уотерс;None;Ford Mustang GT;1;1'19.5784;0.0991;0.0282;145.667
6;97;Шейн ван Гисберген;None;Holden Commodore ZB;1;1'19.6832;0.2039;0.1048;145.476
7;17;Скотт Маклафлин;None;Ford Mustang GT;1;1'19.8490;0.3697;0.1658;145.174
8;99;Антон де Паскуале;None;Holden Commodore ZB;1;1'19.9582;0.4789;0.1092;144.975
9;18;Марк Винтерботтом;None;Holden Commodore ZB;1;1'20.1568;0.6775;0.1986;144.616
10;8;Ник Перкат;None;Holden Commodore ZB;1;1'20.3028;0.8235;0.1460;144.353
