Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;9;Дэвид Рейнольдс;None;Holden Commodore ZB;17;1'20.6864;None;None;143.667
2;97;Шейн ван Гисберген;None;Holden Commodore ZB;21;1'20.6962;0.0098;0.0098;143.649
3;23;Уилл Дэвисон;None;Ford Mustang GT;15;1'20.7011;0.0147;0.0049;143.641
4;25;Час Мостер;None;Holden Commodore ZB;17;1'20.8276;0.1412;0.1265;143.416
5;6;Кэмерон Уотерс;None;Ford Mustang GT;16;1'20.9702;0.2838;0.1426;143.163
6;17;Скотт Маклафлин;None;Ford Mustang GT;17;1'20.9710;0.2846;0.0008;143.162
7;12;Фабиан Култхард;None;Ford Mustang GT;15;1'20.9993;0.3129;0.0283;143.112
8;8;Ник Перкат;None;Holden Commodore ZB;17;1'21.0494;0.3630;0.0501;143.023
9;88;Джейми Уинкап;None;Holden Commodore ZB;17;1'21.0498;0.3634;0.0004;143.023
10;99;Антон де Паскуале;None;Holden Commodore ZB;13;1'21.0528;0.3664;0.0030;143.017
11;15;Рик Келли;None;Ford Mustang GT;15;1'21.1459;0.4595;0.0931;142.853
12;5;Ли Холдсуорт;None;Ford Mustang GT;19;1'21.1782;0.4918;0.0323;142.796
13;2;Брайс Фуллвуд;None;Holden Commodore ZB;24;1'21.2210;0.5346;0.0428;142.721
14;18;Марк Винтерботтом;None;Holden Commodore ZB;15;1'21.2576;0.5712;0.0366;142.657
15;7;Андре Хаймгартнер;None;Ford Mustang GT;15;1'21.3193;0.6329;0.0617;142.549
16;14;Тодд Хазелвуд;None;Holden Commodore ZB;12;1'21.3760;0.6896;0.0567;142.449
17;20;Скотт Пай;None;Holden Commodore ZB;16;1'21.3914;0.7050;0.0154;142.422
18;35;Гарри Джекобсон;None;Holden Commodore ZB;15;1'21.7275;1.0411;0.3361;141.837
19;3;Маколи Джонс;None;Holden Commodore ZB;16;1'21.8390;1.1526;0.1115;141.643
20;55;Джек ЛеБрок;None;Ford Mustang GT;18;1'21.9537;1.2673;0.1147;141.445
21;22;Крис Питер;None;Holden Commodore ZB;18;1'22.1373;1.4509;0.1836;141.129
22;19;Джеймс Кортни;None;Holden Commodore ZB;9;1'22.2600;1.5736;0.1227;140.919
23;34;Зейн Годдард;None;Holden Commodore ZB;20;1'22.2857;1.5993;0.0257;140.875
24;4;Джек Смит;None;Holden Commodore ZB;18;1'22.4401;1.7537;0.1544;140.611
