Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;97;Шейн ван Гисберген;None;Holden Commodore ZB;6;1'19.4462;None;None;145.910
2;6;Кэмерон Уотерс;None;Ford Mustang GT;5;1'19.5396;0.0934;0.0934;145.738
3;17;Скотт Маклафлин;None;Ford Mustang GT;6;1'19.6220;0.1758;0.0824;145.587
4;9;Дэвид Рейнольдс;None;Holden Commodore ZB;6;1'19.7200;0.2738;0.0980;145.408
5;23;Уилл Дэвисон;None;Ford Mustang GT;6;1'19.7351;0.2889;0.0151;145.381
6;8;Ник Перкат;None;Holden Commodore ZB;11;1'19.7660;0.3198;0.0309;145.325
7;25;Час Мостер;None;Holden Commodore ZB;6;1'19.7930;0.3468;0.0270;145.275
8;18;Марк Винтерботтом;None;Holden Commodore ZB;6;1'19.8652;0.4190;0.0722;145.144
9;88;Джейми Уинкап;None;Holden Commodore ZB;5;1'19.8674;0.4212;0.0022;145.140
10;99;Антон де Паскуале;None;Holden Commodore ZB;6;1'20.0366;0.5904;0.1692;144.833
11;12;Фабиан Култхард;None;Ford Mustang GT;6;1'20.0922;0.6460;0.0556;144.733
12;5;Ли Холдсуорт;None;Ford Mustang GT;12;1'20.1081;0.6619;0.0159;144.704
13;7;Андре Хаймгартнер;None;Ford Mustang GT;10;1'20.1463;0.7001;0.0382;144.635
14;55;Джек ЛеБрок;None;Ford Mustang GT;4;1'20.5316;1.0854;0.3853;143.943
15;20;Скотт Пай;None;Holden Commodore ZB;6;1'20.6110;1.1648;0.0794;143.801
16;15;Рик Келли;None;Ford Mustang GT;6;1'20.6571;1.2109;0.0461;143.719
17;3;Маколи Джонс;None;Holden Commodore ZB;6;1'20.7594;1.3132;0.1023;143.537
18;2;Брайс Фуллвуд;None;Holden Commodore ZB;6;1'20.7890;1.3428;0.0296;143.484
19;35;Гарри Джекобсон;None;Holden Commodore ZB;5;1'20.8776;1.4314;0.0886;143.327
20;34;Зейн Годдард;None;Holden Commodore ZB;5;1'20.9248;1.4786;0.0472;143.244
21;19;Джеймс Кортни;None;Holden Commodore ZB;5;1'21.1769;1.7307;0.2521;142.799
22;4;Джек Смит;None;Holden Commodore ZB;6;1'21.2447;1.7985;0.0678;142.680
23;14;Тодд Хазелвуд;None;Holden Commodore ZB;6;1'21.2542;1.8080;0.0095;142.663
24;22;Крис Питер;None;Holden Commodore ZB;4;1'21.3445;1.8983;0.0903;142.505
