Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;97;Шейн ван Гисберген;None;Holden Commodore ZB;1;1'19.8101;None;None;145.244
2;17;Скотт Маклафлин;None;Ford Mustang GT;1;1'19.8484;0.0383;0.0383;145.175
3;6;Кэмерон Уотерс;None;Ford Mustang GT;1;1'19.9502;0.1401;0.1018;144.990
4;23;Уилл Дэвисон;None;Ford Mustang GT;1;1'20.0336;0.2235;0.0834;144.839
5;25;Час Мостер;None;Holden Commodore ZB;1;1'20.1131;0.3030;0.0795;144.695
6;12;Фабиан Култхард;None;Ford Mustang GT;1;1'20.1322;0.3221;0.0191;144.660
7;88;Джейми Уинкап;None;Holden Commodore ZB;1;1'20.2372;0.4271;0.1050;144.471
8;5;Ли Холдсуорт;None;Ford Mustang GT;1;1'20.3071;0.4970;0.0699;144.345
9;15;Рик Келли;None;Ford Mustang GT;1;1'20.3655;0.5554;0.0584;144.240
10;99;Антон де Паскуале;None;Holden Commodore ZB;1;1'20.5160;0.7059;0.1505;143.971
