Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;97;Шейн ван Гисберген;None;Holden Commodore ZB;14;1'19.8079;None;None;145.248
2;23;Уилл Дэвисон;None;Ford Mustang GT;16;1'19.8974;0.0895;0.0895;145.086
3;88;Джейми Уинкап;None;Holden Commodore ZB;11;1'19.9514;0.1435;0.0540;144.988
4;6;Кэмерон Уотерс;None;Ford Mustang GT;14;1'19.9969;0.1890;0.0455;144.905
5;25;Час Мостер;None;Holden Commodore ZB;18;1'20.0130;0.2051;0.0161;144.876
6;9;Дэвид Рейнольдс;None;Holden Commodore ZB;15;1'20.0455;0.2376;0.0325;144.817
7;17;Скотт Маклафлин;None;Ford Mustang GT;14;1'20.0482;0.2403;0.0027;144.812
8;12;Фабиан Култхард;None;Ford Mustang GT;12;1'20.0875;0.2796;0.0393;144.741
9;99;Антон де Паскуале;None;Holden Commodore ZB;14;1'20.1240;0.3161;0.0365;144.675
10;18;Марк Винтерботтом;None;Holden Commodore ZB;16;1'20.2124;0.4045;0.0884;144.516
11;7;Андре Хаймгартнер;None;Ford Mustang GT;13;1'20.2664;0.4585;0.0540;144.419
12;5;Ли Холдсуорт;None;Ford Mustang GT;14;1'20.2921;0.4842;0.0257;144.372
13;15;Рик Келли;None;Ford Mustang GT;13;1'20.3189;0.5110;0.0268;144.324
14;8;Ник Перкат;None;Holden Commodore ZB;12;1'20.3615;0.5536;0.0426;144.248
15;55;Джек ЛеБрок;None;Ford Mustang GT;18;1'20.4455;0.6376;0.0840;144.097
16;2;Брайс Фуллвуд;None;Holden Commodore ZB;16;1'20.6431;0.8352;0.1976;143.744
17;19;Джеймс Кортни;None;Holden Commodore ZB;16;1'20.8052;0.9973;0.1621;143.456
18;14;Тодд Хазелвуд;None;Holden Commodore ZB;14;1'20.8321;1.0242;0.0269;143.408
19;34;Зейн Годдард;None;Holden Commodore ZB;16;1'20.9394;1.1315;0.1073;143.218
20;20;Скотт Пай;None;Holden Commodore ZB;9;1'21.0014;1.1935;0.0620;143.108
21;35;Гарри Джекобсон;None;Holden Commodore ZB;14;1'21.1202;1.3123;0.1188;142.899
22;3;Маколи Джонс;None;Holden Commodore ZB;15;1'21.1426;1.3347;0.0224;142.859
23;4;Джек Смит;None;Holden Commodore ZB;16;1'21.2797;1.4718;0.1371;142.618
24;22;Крис Питер;None;Holden Commodore ZB;18;1'21.8375;2.0296;0.5578;141.646
