Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;25;Час Мостер;None;Holden Commodore ZB;26;1'20.5402;None;None;143.928
2;97;Шейн ван Гисберген;None;Holden Commodore ZB;27;1'20.5432;0.0030;0.0030;143.922
3;6;Кэмерон Уотерс;None;Ford Mustang GT;28;1'20.6790;0.1388;0.1358;143.680
4;9;Дэвид Рейнольдс;None;Holden Commodore ZB;26;1'20.7349;0.1947;0.0559;143.581
5;23;Уилл Дэвисон;None;Ford Mustang GT;28;1'20.7724;0.2322;0.0375;143.514
6;88;Джейми Уинкап;None;Holden Commodore ZB;37;1'20.7767;0.2365;0.0043;143.506
7;19;Джеймс Кортни;None;Holden Commodore ZB;14;1'20.8974;0.3572;0.1207;143.292
8;17;Скотт Маклафлин;None;Ford Mustang GT;14;1'20.9098;0.3696;0.0124;143.270
9;99;Антон де Паскуале;None;Holden Commodore ZB;19;1'20.9446;0.4044;0.0348;143.209
10;15;Рик Келли;None;Ford Mustang GT;28;1'21.0744;0.5342;0.1298;142.979
11;12;Фабиан Култхард;None;Ford Mustang GT;60;1'21.1318;0.5916;0.0574;142.878
12;18;Марк Винтерботтом;None;Holden Commodore ZB;28;1'21.1382;0.5980;0.0064;142.867
13;14;Тодд Хазелвуд;None;Holden Commodore ZB;25;1'21.1636;0.6234;0.0254;142.822
14;5;Ли Холдсуорт;None;Ford Mustang GT;17;1'21.1921;0.6519;0.0285;142.772
15;7;Андре Хаймгартнер;None;Ford Mustang GT;19;1'21.2271;0.6869;0.0350;142.710
16;3;Маколи Джонс;None;Holden Commodore ZB;33;1'21.2874;0.7472;0.0603;142.605
17;20;Скотт Пай;None;Holden Commodore ZB;33;1'21.3206;0.7804;0.0332;142.546
18;2;Брайс Фуллвуд;None;Holden Commodore ZB;17;1'21.3384;0.7982;0.0178;142.515
19;8;Ник Перкат;None;Holden Commodore ZB;17;1'21.4266;0.8864;0.0882;142.361
20;55;Джек ЛеБрок;None;Ford Mustang GT;53;1'21.5728;1.0326;0.1462;142.106
21;34;Зейн Годдард;None;Holden Commodore ZB;59;1'21.5754;1.0352;0.0026;142.101
22;4;Джек Смит;None;Holden Commodore ZB;51;1'21.6732;1.1330;0.0978;141.931
23;22;Крис Питер;None;Holden Commodore ZB;37;1'21.7567;1.2165;0.0835;141.786
24;35;Гарри Джекобсон;None;Holden Commodore ZB;5;1'23.1108;2.5706;1.3541;139.476
