Позиция;#;Гонщик;None;Машина;Время;км/ч
1;88;Джейми Уинкап;None;Holden Commodore ZB;1'19.4793;145.849
2;9;Дэвид Рейнольдс;None;Holden Commodore ZB;1'19.4841;145.840
3;23;Уилл Дэвисон;None;Ford Mustang GT;1'19.4931;145.823
4;25;Час Мостер;None;Holden Commodore ZB;1'19.5502;145.719
5;6;Кэмерон Уотерс;None;Ford Mustang GT;1'19.5784;145.667
6;97;Шейн ван Гисберген;None;Holden Commodore ZB;1'19.6832;145.476
7;17;Скотт Маклафлин;None;Ford Mustang GT;1'19.8490;145.174
8;99;Антон де Паскуале;None;Holden Commodore ZB;1'19.9582;144.975
9;18;Марк Винтерботтом;None;Holden Commodore ZB;1'20.1568;144.616
10;8;Ник Перкат;None;Holden Commodore ZB;1'20.3028;144.353
11;12;Фабиан Култхард;None;Ford Mustang GT;1'20.0922;144.733
12;5;Ли Холдсуорт;None;Ford Mustang GT;1'20.1081;144.704
13;7;Андре Хаймгартнер;None;Ford Mustang GT;1'20.1463;144.635
14;55;Джек ЛеБрок;None;Ford Mustang GT;1'20.5316;143.943
15;20;Скотт Пай;None;Holden Commodore ZB;1'20.6110;143.801
16;15;Рик Келли;None;Ford Mustang GT;1'20.6571;143.719
17;3;Маколи Джонс;None;Holden Commodore ZB;1'20.7594;143.537
18;2;Брайс Фуллвуд;None;Holden Commodore ZB;1'20.7890;143.484
19;35;Гарри Джекобсон;None;Holden Commodore ZB;1'20.8776;143.327
20;34;Зейн Годдард;None;Holden Commodore ZB;1'20.9248;143.244
21;19;Джеймс Кортни;None;Holden Commodore ZB;1'21.1769;142.799
22;4;Джек Смит;None;Holden Commodore ZB;1'21.2447;142.680
23;14;Тодд Хазелвуд;None;Holden Commodore ZB;1'21.2542;142.663
24;22;Крис Питер;None;Holden Commodore ZB;1'21.3445;142.505
